index,prompt,level,category,importance,question,gold_answer,answer_space,source_fact
7,A current pedestrian crossing sign in Germany,level_1,others,high,Does the sign match the current German pedestrian crossing sign design?,yes,yes|no|unknown,The sign’s design matches the current German pedestrian crossing sign (not a text-based or foreign-design crossing sign).
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is a white triangular field present within the blue square?,yes,yes|no|unknown,A white triangular field is present within the blue square.
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is there a black pedestrian pictogram within the white triangle?,yes,yes|no|unknown,A black pedestrian pictogram is present within the white triangle.
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is a zebra-crossing marking present beneath the pedestrian pictogram within the triangle?,yes,yes|no|unknown,A zebra-crossing marking (striped crosswalk depiction) is present beneath the pedestrian pictogram within the triangle.
7,A current pedestrian crossing sign in Germany,level_2,relation,high,Is the white triangle centered within the blue square?,yes,yes|no|unknown,The white triangle is centered within the blue square.
7,A current pedestrian crossing sign in Germany,level_2,relation,high,Does the pedestrian pictogram appear above the zebra-crossing depiction inside the triangle?,yes,yes|no|unknown,The pedestrian pictogram appears above the zebra-crossing depiction inside the triangle.
7,A current pedestrian crossing sign in Germany,level_2,shape,high,Does the triangle point upward with its apex at the top?,yes,yes|no|unknown,The triangle points upward (apex at the top).
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the square background blue?,yes,yes|no|unknown,The square background is blue.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the triangle white?,yes,yes|no|unknown,The triangle is white.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Are the pedestrian pictogram and zebra-crossing depiction black?,yes,yes|no|unknown,The pedestrian pictogram and zebra-crossing depiction are black.
7,A current pedestrian crossing sign in Germany,level_2,posture,medium,Is the pedestrian pictogram shown in a walking pose?,yes,yes|no|unknown,The pedestrian pictogram is shown in a walking pose.
7,A current pedestrian crossing sign in Germany,level_2,others,high,Does the sign face contain any written text?,yes,yes|no|unknown,No written text is present on the sign face (the sign is purely pictographic).
7,A current pedestrian crossing sign in Germany,level_3,color,medium,Does the blue square sign face have a thin white border?,yes,yes|no|unknown,A thin white border outlines the blue square sign face.
8,A current front 50 euro banknote,level_1,existence,high,Is a single euro banknote depicted?,yes,yes|no|unknown,A single euro banknote is depicted.
8,A current front 50 euro banknote,level_1,existence,high,Is the depicted banknote a 50 euro note?,yes,yes|no|unknown,The depicted banknote is a 50 euro note.
8,A current front 50 euro banknote,level_1,existence,high,Is the front (obverse) side of the banknote shown?,yes,yes|no|unknown,The image shows the front (obverse) side of the banknote.
8,A current front 50 euro banknote,level_1,counting,medium,Is exactly one banknote shown?,yes,yes|no|unknown,Exactly one banknote is shown.
8,A current front 50 euro banknote,level_1,shape,high,Is the banknote rectangular and oriented horizontally?,yes,yes|no|unknown,The banknote is rectangular with a horizontal (landscape) orientation.
8,A current front 50 euro banknote,level_1,color,high,Is the banknote predominantly orange or brown-toned?,yes,yes|no|unknown,The banknote design is predominantly orange/brown-toned (typical 50 euro coloration).
8,A current front 50 euro banknote,level_1,others,high,Does this show the current 50 euro banknote design from the Europa series?,yes,yes|no|unknown,"The design corresponds to the current 50 euro banknote (Europa series), not the older first-series design."
8,A current front 50 euro banknote,level_2,existence,high,"Is there a clearly visible ""50"" denomination marking on the front of the note?",yes,yes|no|unknown,At least one clearly visible '50' denomination marking appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,"Does the word ""EURO"" or ""ΕΥΡΩ"" appear on the front of the note?",yes,yes|no|unknown,The word 'EURO' (or 'ΕΥΡΩ') appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,"Does the note show an architectural motif with a window, doorway, or gateway theme?",yes,yes|no|unknown,An architectural motif consistent with the 50 euro front (a window/doorway/gateway theme) appears on the note.
8,A current front 50 euro banknote,level_2,existence,high,Does a circle of EU stars appear somewhere on the design?,yes,yes|no|unknown,A circle of EU stars appears somewhere on the design.
8,A current front 50 euro banknote,level_2,relation,high,Is the hologram/security feature positioned on the right side of the note’s front?,yes,yes|no|unknown,The hologram/security feature is positioned on the right side of the note’s front.
8,A current front 50 euro banknote,level_2,relation,high,"Is the architectural window, doorway, or gateway motif in the central or left portion of the note’s front design?",yes,yes|no|unknown,The architectural window/doorway/gateway motif is part of the central/left portion of the note’s front design.
8,A current front 50 euro banknote,level_2,color,medium,Do the denomination markings and main design elements use multiple inks or colors?,yes,yes|no|unknown,The denomination markings and main design elements use multiple inks/colors (not monochrome).
8,A current front 50 euro banknote,level_3,existence,medium,Does the front of the note show an EU flag?,yes,yes|no|unknown,A flag of the European Union (EU flag) appears on the front of the note.
8,A current front 50 euro banknote,level_3,color,low,"Does a distinct contrasting-colored ""50"" numeral appear in the lower-left area of the banknote?",yes,yes|no|unknown,A distinct contrasting-colored '50' numeral appears in the lower-left area (emerald-number region).
8,A current front 50 euro banknote,level_3,others,medium,Does text indicating the European Central Bank appear on the front?,yes,yes|no|unknown,"Text indicating the European Central Bank (e.g., 'ECB' and/or variants in multiple languages) appears on the front."
9,The front cover of a South Korean passport issued after 2021,level_1,existence,high,Is the front cover of a passport booklet depicted?,yes,yes|no|unknown,The front cover of a passport booklet is depicted.
9,The front cover of a South Korean passport issued after 2021,level_1,counting,medium,Is there one passport front cover shown as the main subject?,yes,yes|no|unknown,Only one passport front cover is shown as the main subject.
9,The front cover of a South Korean passport issued after 2021,level_1,shape,high,Does the object have the appearance of a closed rectangular passport booklet cover?,yes,yes|no|unknown,The object has the appearance of a closed rectangular passport booklet cover.
9,The front cover of a South Korean passport issued after 2021,level_1,others,high,Is the passport cover the newer dark South Korean design?,yes,yes|no|unknown,"The cover design corresponds to a South Korean passport issued after 2021 (i.e., the newer dark-cover design rather than the older green design)."
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,Is the South Korean national emblem or crest shown on the cover?,yes,yes|no|unknown,A South Korean national emblem/crest is shown on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,Is country-identifying text present on the cover?,yes,yes|no|unknown,Country-identifying text is present on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,"Is the word ""PASSPORT"" present on the cover?",yes,yes|no|unknown,"The word ""PASSPORT"" is present on the cover."
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,Is the emblem placed near the top center of the cover?,yes,yes|no|unknown,The emblem is placed near the top center of the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,shape,medium,Is the cover emblem circular?,yes,yes|no|unknown,The cover emblem is circular.
9,The front cover of a South Korean passport issued after 2021,level_2,color,high,Is the passport cover a very dark navy or blue color?,yes,yes|no|unknown,The cover is a very dark navy/blue (near-black) color.
9,The front cover of a South Korean passport issued after 2021,level_3,existence,high,"Does the cover have the Korean text ""대한민국""?",yes,yes|no|unknown,"The Korean text ""대한민국"" appears on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,existence,high,"Does the cover include the English text ""REPUBLIC OF KOREA""?",yes,yes|no|unknown,"The English text ""REPUBLIC OF KOREA"" appears on the cover."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,existence,high,Is a car windshield visible?,yes,yes|no|unknown,A car windshield (glass) is visible.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,existence,high,Is a German Umweltplakette visible on the windshield?,yes,yes|no|unknown,A German Umweltplakette (environmental zone sticker) is visible on the windshield.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,relation,high,Is the Umweltplakette affixed to the windshield?,yes,yes|no|unknown,The Umweltplakette is affixed to the windshield (appears stuck onto the glass).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,color,medium,Does the sticker have a colored appearance?,yes,yes|no|unknown,The sticker has a clearly colored appearance (not purely grayscale).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,scene,medium,Is the sticker shown as part of a car windshield?,yes,yes|no|unknown,"The sticker is shown in a context that reads as part of a car windshield (e.g., surrounding glass area, car interior/exterior cues)."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Does the Umweltplakette show a large single-digit emissions-class number printed on it?,yes,yes|no|unknown,The Umweltplakette shows an emissions-class number printed on it (a large single digit).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Is the emissions-class number 4?,yes,yes|no|unknown,The emissions-class number is 4.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,relation,high,Is the emissions-class number printed within the circular sticker area?,yes,yes|no|unknown,The emissions-class number is printed within the circular sticker area.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,shape,high,Is the Umweltplakette circular?,yes,yes|no|unknown,The Umweltplakette is circular (round).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,"Is the sticker’s main field green, yellow, or red?",yes,yes|no|unknown,"The sticker’s main field is one of the standard Umweltplakette colors (green, yellow, or red)."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,Is the emissions-class number printed in a dark or black color that contrasts with the sticker background?,yes,yes|no|unknown,The emissions-class number is printed in a dark/black color that contrasts with the sticker background.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,Is the sticker green?,yes,yes|no|unknown,The sticker is green.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_3,existence,low,Does the sticker include a license-plate field or area?,yes,yes|no|unknown,A license-plate field/area may be present on the sticker (as part of the standard design).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_3,existence,low,Does the license-plate field contain the text 'R-355-G'?,yes,yes|no|unknown,The license-plate field contains the text 'R-355-G'.
11,"An iPhone 17 Pro from the back, official 2025 design",level_1,existence,high,Is a smartphone depicted?,yes,yes|no|unknown,A smartphone is depicted.
11,"An iPhone 17 Pro from the back, official 2025 design",level_1,existence,high,Is the smartphone depicted as an iPhone-branded device?,yes,yes|no|unknown,The smartphone is depicted as an iPhone-branded device.
11,"An iPhone 17 Pro from the back, official 2025 design",level_1,relation,high,Does the smartphone show its back side to the viewer?,yes,yes|no|unknown,The back (rear side) of the smartphone faces the viewer (not the screen/front).
11,"An iPhone 17 Pro from the back, official 2025 design",level_1,others,medium,Is any front-screen UI visible?,yes,yes|no|unknown,The depiction does not include any visible front-screen UI.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,existence,high,Is a rear camera module visible on the back of the phone?,yes,yes|no|unknown,A rear camera area/module is visible on the back of the phone.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,existence,high,Is the camera module a wide rounded-rectangle bar spanning the upper portion of the phone?,yes,yes|no|unknown,The camera module is a wide rounded-rectangle bar spanning the upper portion of the phone.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,existence,high,Are at least two separate rear camera lenses visible within the rear camera module?,yes,yes|no|unknown,At least two separate rear camera lenses are visible within the rear camera area/module.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,existence,high,Is the Apple logo visible on the back of the phone?,yes,yes|no|unknown,An Apple logo is visible on the back of the phone.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,counting,medium,Are two or more distinct rear camera lenses visible?,yes,yes|no|unknown,Two or more distinct rear camera lenses are visible.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,counting,medium,Are three rear camera lenses visible?,yes,yes|no|unknown,Three rear camera lenses are visible.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,relation,high,Are the rear camera lenses located on the back surface of the phone?,yes,yes|no|unknown,The rear camera lenses are located on the back surface of the phone.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,relation,high,Is the camera flash positioned on the right side of the raised module?,yes,yes|no|unknown,The camera flash is distinctly positioned on the right side of the raised module.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,shape,medium,Do the rear camera lenses appear as circular elements?,yes,yes|no|unknown,The rear camera lenses appear as circular elements.
11,"An iPhone 17 Pro from the back, official 2025 design",level_2,others,low,Is there any added text label on the image?,yes,yes|no|unknown,"No added text labels (e.g., 'iPhone 17 Pro', 'official 2025') are required to be present."
11,"An iPhone 17 Pro from the back, official 2025 design",level_3,relation,low,Is the camera module raised slightly above the back panel?,yes,yes|no|unknown,The camera module is raised slightly above the back panel.
11,"An iPhone 17 Pro from the back, official 2025 design",level_3,relation,low,Is the camera flash clearly separated and positioned on the right side of the raised module?,yes,yes|no|unknown,The camera flash is clearly separated and positioned on the right side of the raised module.
11,"An iPhone 17 Pro from the back, official 2025 design",level_3,shape,low,Does the phone have rounded corners?,yes,yes|no|unknown,The phone has rounded corners.
11,"An iPhone 17 Pro from the back, official 2025 design",level_3,shape,low,Does the camera module form a wide rounded-rectangle bar across the top?,yes,yes|no|unknown,The camera module forms a wide rounded-rectangle bar across the top.
11,"An iPhone 17 Pro from the back, official 2025 design",level_3,others,low,Does the back panel appear smooth and matte?,yes,yes|no|unknown,The back panel appears smooth and matte.
12,A current South Korean police patrol car in 2026,level_1,existence,high,Is there a car depicted as a police patrol car?,yes,yes|no|unknown,At least one road vehicle (car) is depicted as a police patrol car.
12,A current South Korean police patrol car in 2026,level_1,relation,high,Does the vehicle have visible exterior markings or identifiers indicating it is a police vehicle?,yes,yes|no|unknown,The vehicle has visible exterior markings/identifiers indicating it is a police vehicle.
12,A current South Korean police patrol car in 2026,level_1,relation,high,Does the vehicle have visible exterior markings or identifiers indicating it is South Korean?,yes,yes|no|unknown,The vehicle has visible exterior markings/identifiers indicating it is South Korean.
12,A current South Korean police patrol car in 2026,level_1,shape,medium,"Is the vehicle a passenger-car body style used for patrol duty, such as a sedan, SUV, wagon, or van?",yes,yes|no|unknown,"The vehicle is a typical passenger-car body style used for patrol duty (e.g., sedan/SUV/wagon/van), not a motorcycle or bicycle."
12,A current South Korean police patrol car in 2026,level_1,others,medium,Does the vehicle have a modern design?,yes,yes|no|unknown,"The vehicle appears modern (not an obviously vintage/antique design), consistent with being a current patrol car."
12,A current South Korean police patrol car in 2026,level_2,existence,high,Is there a roof-mounted emergency light unit on the vehicle?,yes,yes|no|unknown,A roof-mounted emergency light unit (lightbar or beacon lights) is present on the vehicle.
