index,prompt,level,category,importance,question,gold_answer,answer_space,source_fact
4,A current front US 100 dollar bill,level_1,existence,high,Is a US 100-dollar banknote depicted?,yes,yes|no|unknown,A US 100-dollar banknote is depicted.
4,A current front US 100 dollar bill,level_1,existence,high,Is the front (obverse) side of the 100 dollar bill shown?,yes,yes|no|unknown,The front (obverse) side of the bill is shown.
4,A current front US 100 dollar bill,level_1,relation,medium,Are the design elements arranged like the modern US $100 bill obverse with the portrait area on the left and the security features on the right?,yes,yes|no|unknown,"The bill’s design elements are arranged as on the modern US $100 obverse (portrait area on the left, security features on the right)."
4,A current front US 100 dollar bill,level_1,shape,high,Is the bill a horizontally oriented rectangle?,yes,yes|no|unknown,The bill is a horizontally oriented rectangle.
4,A current front US 100 dollar bill,level_1,others,high,Does the bill include the modern blue security ribbon used on the current US $100 bill design?,yes,yes|no|unknown,The design matches the current/modern US $100 bill style (including the modern security ribbon feature).
4,A current front US 100 dollar bill,level_2,existence,high,Is there a portrait of Benjamin Franklin on the bill?,yes,yes|no|unknown,A portrait of Benjamin Franklin is present on the bill.
4,A current front US 100 dollar bill,level_2,existence,high,Is there a blue security ribbon on the front of the bill?,yes,yes|no|unknown,A blue security ribbon is present on the front of the bill.
4,A current front US 100 dollar bill,level_2,existence,high,Is there a copper-colored inkwell graphic with a bell inside it?,yes,yes|no|unknown,A copper-colored inkwell graphic with a bell inside it is present.
4,A current front US 100 dollar bill,level_2,existence,high,"Is there a prominent ""100"" denomination marking present on the bill?",yes,yes|no|unknown,At least one prominent '100' denomination marking is present.
4,A current front US 100 dollar bill,level_2,existence,high,"Does the blue security ribbon contain repeating ""100"" and bell motifs?",yes,yes|no|unknown,The blue security ribbon contains repeating '100' and bell motifs.
4,A current front US 100 dollar bill,level_2,existence,high,"Does the text ""ONE HUNDRED DOLLARS"" appear along the top border?",yes,yes|no|unknown,The text 'ONE HUNDRED DOLLARS' appears along the top border.
4,A current front US 100 dollar bill,level_2,counting,medium,Are there two serial numbers on the front of the bill?,yes,yes|no|unknown,Two serial numbers are present on the front of the bill.
4,A current front US 100 dollar bill,level_2,relation,high,Is Benjamin Franklin’s portrait positioned left of center on the US 100 dollar bill?,yes,yes|no|unknown,Benjamin Franklin’s portrait is positioned left of center.
4,A current front US 100 dollar bill,level_2,relation,high,Does the blue security ribbon run vertically to the right of Franklin’s portrait on the front of the US 100 dollar bill?,yes,yes|no|unknown,The blue security ribbon runs vertically to the right of Franklin’s portrait.
4,A current front US 100 dollar bill,level_2,relation,high,Is the inkwell-and-bell graphic positioned to the right of Franklin’s portrait near the blue security ribbon?,yes,yes|no|unknown,"The inkwell-and-bell graphic is positioned to the right of Franklin’s portrait, near the blue security ribbon."
4,A current front US 100 dollar bill,level_2,shape,medium,Does the security ribbon appear as a vertical strip or band?,yes,yes|no|unknown,The security ribbon appears as a vertical strip/band.
4,A current front US 100 dollar bill,level_2,shape,medium,Does the inkwell graphic have an inkwell shape with a bell shape inside it?,yes,yes|no|unknown,The inkwell graphic has an inkwell shape with a bell shape inside it.
4,A current front US 100 dollar bill,level_2,color,high,Is the security ribbon blue?,yes,yes|no|unknown,The security ribbon is blue.
4,A current front US 100 dollar bill,level_2,color,high,Is the inkwell graphic copper or gold-toned?,yes,yes|no|unknown,The inkwell graphic is copper/gold-toned.
4,A current front US 100 dollar bill,level_2,others,medium,Is there a green US Treasury seal on the front of the bill?,yes,yes|no|unknown,A green US Treasury seal is present on the front of the bill.
4,A current front US 100 dollar bill,level_2,others,medium,Is there a Federal Reserve seal on the front of the 100 dollar bill?,yes,yes|no|unknown,A Federal Reserve seal (circular emblem) is present on the front of the bill.
4,A current front US 100 dollar bill,level_3,existence,high,"Is there a large gold-colored ""100"" in the lower-right area of the front side of the bill?",yes,yes|no|unknown,A large gold-colored '100' is present in the lower-right area of the bill (front side).
4,A current front US 100 dollar bill,level_3,existence,high,Does the text 'THE UNITED STATES OF AMERICA' appear on the front of the bill?,yes,yes|no|unknown,The text 'THE UNITED STATES OF AMERICA' appears on the front of the bill.
4,A current front US 100 dollar bill,level_3,existence,high,"Does the text ""FEDERAL RESERVE NOTE"" appear on the front of the bill?",yes,yes|no|unknown,The text 'FEDERAL RESERVE NOTE' appears on the front of the bill.
4,A current front US 100 dollar bill,level_3,counting,medium,"Are there exactly two serial numbers, one on the left side and one on the right side of the bill?",yes,yes|no|unknown,There are exactly two serial numbers (one on the left side and one on the right side of the bill).
4,A current front US 100 dollar bill,level_3,relation,medium,Is the large gold '100' located near the lower-right corner area of the bill?,yes,yes|no|unknown,The large gold '100' is located near the lower-right corner area.
4,A current front US 100 dollar bill,level_3,color,medium,Is the large '100' in the lower-right area gold-colored?,yes,yes|no|unknown,The large '100' in the lower-right area is gold-colored.
5,A Swiss Guard uniform at the Vatican in 2005,level_1,existence,high,Is a Swiss Guard uniform depicted?,yes,yes|no|unknown,A Swiss Guard uniform is depicted.
5,A Swiss Guard uniform at the Vatican in 2005,level_1,relation,high,Is the Swiss Guard uniform shown in a setting identifiable as the Vatican?,yes,yes|no|unknown,The Swiss Guard uniform is shown in a setting visually identifiable as being at the Vatican.
5,A Swiss Guard uniform at the Vatican in 2005,level_1,scene,high,Does the scene include architectural or environmental cues that plausibly identify Vatican City?,yes,yes|no|unknown,"The scene includes visible architectural or environmental cues that can plausibly identify Vatican City (e.g., recognizable Vatican/St. Peter’s Square/St. Peter’s Basilica elements)."
5,A Swiss Guard uniform at the Vatican in 2005,level_1,others,low,Does the overall depiction match the year 2005 rather than an antique engraving or a centuries-old depiction?,yes,yes|no|unknown,"The overall depiction does not visibly contradict the stated year (2005) (e.g., it does not appear as an antique engraving or a clearly centuries-old depiction)."
5,A Swiss Guard uniform at the Vatican in 2005,level_2,existence,high,Does the Swiss Guard uniform include a tunic or doublet and matching trousers?,yes,yes|no|unknown,The uniform includes a tunic/doublet and matching trousers.
5,A Swiss Guard uniform at the Vatican in 2005,level_2,relation,high,Are the tunic and trousers worn together as a single uniform outfit or displayed together as a complete set?,yes,yes|no|unknown,The tunic and trousers are worn together as a single uniform outfit (or displayed together as a complete set).
5,A Swiss Guard uniform at the Vatican in 2005,level_2,shape,medium,Does the uniform have a Renaissance-style silhouette with a structured tunic and fitted or segmented or puffed styling?,yes,yes|no|unknown,The uniform has the characteristic Swiss Guard Renaissance-style silhouette (structured tunic and fitted or segmented/puffed styling rather than a modern plain suit).
5,A Swiss Guard uniform at the Vatican in 2005,level_2,color,high,"Does the uniform prominently feature the traditional Swiss Guard colors blue, red, and yellow?",yes,yes|no|unknown,"The uniform prominently features the traditional Swiss Guard colors: blue, red, and yellow."
5,A Swiss Guard uniform at the Vatican in 2005,level_2,scene,medium,"Is the Swiss Guard uniform shown in a Vatican context such as a corridor, courtyard, gate, or ceremonial guard area?",yes,yes|no|unknown,"The uniform is shown within a Vatican context (interior or exterior spaces such as corridors, courtyards, gates, or ceremonial/guard areas consistent with the Vatican setting)."
5,A Swiss Guard uniform at the Vatican in 2005,level_3,existence,medium,"Does the uniform’s fabric pattern show bold blocks or stripes of blue, red, and yellow on the tunic and trousers?",yes,yes|no|unknown,"The uniform’s fabric pattern appears as bold blocks/stripes of blue, red, and yellow on the tunic and trousers."
6,A current UK passport cover,level_1,existence,high,Is a passport front cover shown?,yes,yes|no|unknown,A passport front cover is shown.
6,A current UK passport cover,level_1,shape,medium,Is the cover a vertically oriented rectangular booklet cover?,yes,yes|no|unknown,The cover is a vertically oriented rectangular booklet cover.
6,A current UK passport cover,level_1,color,medium,Is the passport cover’s main background color dark blue?,yes,yes|no|unknown,The cover’s main/background color is dark blue.
6,A current UK passport cover,level_1,others,high,Does the passport cover match the current UK (British) passport cover design?,yes,yes|no|unknown,The cover design corresponds to the current UK (British) passport cover design rather than an older burgundy EU-style cover.
6,A current UK passport cover,level_2,existence,high,Is there a UK royal coat of arms emblem on the passport cover?,yes,yes|no|unknown,A UK royal coat of arms emblem is present on the cover.
6,A current UK passport cover,level_2,existence,high,"Do the words ""BRITISH PASSPORT"" appear on the cover?",yes,yes|no|unknown,"The words ""BRITISH PASSPORT"" appear on the cover."
6,A current UK passport cover,level_2,existence,high,"Do the words ""UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND"" appear on the cover?",yes,yes|no|unknown,"The words ""UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND"" appear on the cover."
6,A current UK passport cover,level_2,existence,high,Is there a biometric passport chip symbol on the cover?,yes,yes|no|unknown,A biometric passport chip symbol is present on the cover.
6,A current UK passport cover,level_2,relation,high,Is the coat of arms emblem centered on the passport cover?,yes,yes|no|unknown,The coat of arms emblem is centered on the cover.
6,A current UK passport cover,level_2,relation,high,Is the text arranged above and/or below the coat of arms in the typical cover layout?,yes,yes|no|unknown,The text is arranged above and/or below the coat of arms in the typical cover layout.
6,A current UK passport cover,level_2,relation,high,Is the biometric passport chip symbol placed below the main text or emblem area toward the lower part of the cover?,yes,yes|no|unknown,The biometric passport chip symbol is placed below the main text/emblem area (toward the lower part of the cover).
6,A current UK passport cover,level_2,relation,high,"Are the main text, coat of arms, and biometric symbol aligned along the vertical centerline of the cover?",yes,yes|no|unknown,"The main text, coat of arms, and biometric symbol are aligned along the vertical centerline of the cover."
6,A current UK passport cover,level_2,shape,medium,Does the cover show the coat of arms as a detailed heraldic crest with a shield and supporters?,yes,yes|no|unknown,The coat of arms appears as a detailed heraldic crest (shield with supporters) rather than a simple abstract logo.
6,A current UK passport cover,level_2,shape,medium,Does the biometric symbol appear as the standard rectangle-with-circle biometric passport icon?,yes,yes|no|unknown,The biometric symbol appears as the standard rectangle-with-circle biometric passport icon.
6,A current UK passport cover,level_2,color,high,"Do the coat of arms, the text, and the biometric symbol appear in a gold-colored emboss or print against the dark blue cover?",yes,yes|no|unknown,"The coat of arms, the text, and the biometric symbol appear in a gold-colored emboss/print against the dark blue cover."
6,A current UK passport cover,level_2,others,medium,"Does the cover display neither an EU flag nor the words ""European Union""?",yes,yes|no|unknown,"The cover does not display an EU flag or the word ""European Union""."
7,A current pedestrian crossing sign in Germany,level_1,existence,high,Is a pedestrian crossing traffic sign depicted?,yes,yes|no|unknown,A pedestrian crossing traffic sign is depicted.
7,A current pedestrian crossing sign in Germany,level_1,shape,high,Does the sign have a square overall shape?,yes,yes|no|unknown,The sign has a square overall shape.
7,A current pedestrian crossing sign in Germany,level_1,color,high,Does the pedestrian crossing sign have a blue background with white and black elements?,yes,yes|no|unknown,The sign uses the typical German pedestrian crossing sign color scheme: blue background with white and black elements.
7,A current pedestrian crossing sign in Germany,level_1,others,high,Does the pedestrian crossing sign match the current German pedestrian crossing sign design?,yes,yes|no|unknown,The sign’s design matches the current German pedestrian crossing sign (not a text-based or foreign-design crossing sign).
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is there a white triangular field within the blue square?,yes,yes|no|unknown,A white triangular field is present within the blue square.
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is there a black pedestrian pictogram within the white triangle?,yes,yes|no|unknown,A black pedestrian pictogram is present within the white triangle.
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is a zebra-crossing marking depicted beneath the pedestrian pictogram within the triangle?,yes,yes|no|unknown,A zebra-crossing marking (striped crosswalk depiction) is present beneath the pedestrian pictogram within the triangle.
7,A current pedestrian crossing sign in Germany,level_2,relation,high,Is the white triangle centered within the blue square?,yes,yes|no|unknown,The white triangle is centered within the blue square.
7,A current pedestrian crossing sign in Germany,level_2,relation,high,Does the pedestrian pictogram appear above the zebra-crossing depiction inside the triangle?,yes,yes|no|unknown,The pedestrian pictogram appears above the zebra-crossing depiction inside the triangle.
7,A current pedestrian crossing sign in Germany,level_2,shape,high,Does the triangle point upward with the apex at the top?,yes,yes|no|unknown,The triangle points upward (apex at the top).
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the square background blue?,yes,yes|no|unknown,The square background is blue.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the triangle white?,yes,yes|no|unknown,The triangle is white.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Are the pedestrian pictogram and zebra-crossing depiction black?,yes,yes|no|unknown,The pedestrian pictogram and zebra-crossing depiction are black.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Does a white border frame the blue square sign face?,yes,yes|no|unknown,A white border frames the blue square sign face.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the white triangle outlined with a black border?,yes,yes|no|unknown,The white triangle is outlined with a black border.
7,A current pedestrian crossing sign in Germany,level_2,posture,medium,Is the pedestrian pictogram shown in a walking pose?,yes,yes|no|unknown,The pedestrian pictogram is shown in a walking pose.
7,A current pedestrian crossing sign in Germany,level_2,others,high,Is the sign face purely pictographic with no written text?,yes,yes|no|unknown,No written text is present on the sign face (the sign is purely pictographic).
8,A current front 50 euro banknote,level_1,existence,high,Is a single euro banknote depicted?,yes,yes|no|unknown,A single euro banknote is depicted.
8,A current front 50 euro banknote,level_1,existence,high,Is the depicted banknote a 50 euro note?,yes,yes|no|unknown,The depicted banknote is a 50 euro note.
8,A current front 50 euro banknote,level_1,existence,high,Does the image show the front (obverse) side of the 50 euro banknote?,yes,yes|no|unknown,The image shows the front (obverse) side of the banknote.
8,A current front 50 euro banknote,level_1,counting,medium,Is exactly one banknote shown?,yes,yes|no|unknown,Exactly one banknote is shown.
8,A current front 50 euro banknote,level_1,shape,high,Is the banknote rectangular with a horizontal (landscape) orientation?,yes,yes|no|unknown,The banknote is rectangular with a horizontal (landscape) orientation.
8,A current front 50 euro banknote,level_1,color,high,Is the banknote design predominantly orange and brown-toned?,yes,yes|no|unknown,The banknote design is predominantly orange/brown-toned (typical 50 euro coloration).
8,A current front 50 euro banknote,level_1,others,high,Does the 50 euro banknote shown have the Europa series design?,yes,yes|no|unknown,"The design corresponds to the current 50 euro banknote (Europa series), not the older first-series design."
8,A current front 50 euro banknote,level_2,existence,high,Does the front of the banknote show a '50' denomination marking?,yes,yes|no|unknown,At least one clearly visible '50' denomination marking appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,"Does the word ""EURO"" or ""ΕΥΡΩ"" appear on the front of the banknote?",yes,yes|no|unknown,The word 'EURO' (or 'ΕΥΡΩ') appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,"Does the banknote show an architectural motif with a window, doorway, or gateway theme?",yes,yes|no|unknown,An architectural motif consistent with the 50 euro front (a window/doorway/gateway theme) appears on the note.
8,A current front 50 euro banknote,level_2,existence,high,Is there a hologram or security stripe area on the right side of the front of the 50 euro banknote?,yes,yes|no|unknown,A hologram/security stripe or patch area is visible on the right side of the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,Does a flag of the European Union appear on the front of the banknote?,yes,yes|no|unknown,A flag of the European Union (EU flag) appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,Does a large '50' numeral appear in the upper-left area of the front design?,yes,yes|no|unknown,A large '50' numeral appears in the upper-left area of the front design.
8,A current front 50 euro banknote,level_2,relation,high,Is the hologram or security feature positioned on the right side of the front of the 50 euro banknote?,yes,yes|no|unknown,The hologram/security feature is positioned on the right side of the note’s front.
8,A current front 50 euro banknote,level_2,relation,high,Is the architectural window/doorway/gateway motif part of the central or left portion of the front design of the 50 euro banknote?,yes,yes|no|unknown,The architectural window/doorway/gateway motif is part of the central/left portion of the note’s front design.
8,A current front 50 euro banknote,level_2,color,medium,Do the denomination markings and main design elements use multiple inks or colors?,yes,yes|no|unknown,The denomination markings and main design elements use multiple inks/colors (not monochrome).
8,A current front 50 euro banknote,level_2,others,high,Is a portrait of Europa (a female face) shown as part of the front-side security design on the 50 euro banknote?,yes,yes|no|unknown,"A portrait of Europa (a female face) is visible as part of the front-side security design (e.g., in the hologram/portrait window/watermark area)."
8,A current front 50 euro banknote,level_3,existence,medium,Does a flag of the European Union appear on the front of the 50 euro banknote?,yes,yes|no|unknown,A flag of the European Union (EU flag) appears on the front of the note.
8,A current front 50 euro banknote,level_3,existence,medium,"Does a green ""50"" numeral appear in the lower-left area of the front design?",yes,yes|no|unknown,A green '50' numeral (emerald-number style feature) appears in the lower-left area of the front design.
8,A current front 50 euro banknote,level_3,others,medium,"Does the front of the 50 euro banknote include text indicating the European Central Bank, such as ""ECB""?",yes,yes|no|unknown,"Text indicating the European Central Bank (e.g., 'ECB' and/or variants in multiple languages) appears on the front."
9,The front cover of a South Korean passport issued after 2021,level_1,existence,high,Is the front cover of a passport booklet depicted?,yes,yes|no|unknown,The front cover of a passport booklet is depicted.
9,The front cover of a South Korean passport issued after 2021,level_1,counting,medium,Is exactly one passport front cover shown as the main subject?,yes,yes|no|unknown,Only one passport front cover is shown as the main subject.
9,The front cover of a South Korean passport issued after 2021,level_1,shape,high,Does the object have the appearance of a closed rectangular passport booklet cover?,yes,yes|no|unknown,The object has the appearance of a closed rectangular passport booklet cover.
9,The front cover of a South Korean passport issued after 2021,level_1,others,high,Does the passport cover have the newer dark-cover design used for South Korean passports issued after 2021?,yes,yes|no|unknown,"The cover design corresponds to a South Korean passport issued after 2021 (i.e., the newer dark-cover design rather than the older green design)."
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,Is a South Korean national emblem or crest shown on the cover?,yes,yes|no|unknown,A South Korean national emblem/crest is shown on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,Is there country-identifying text on the passport cover?,yes,yes|no|unknown,Country-identifying text is present on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,"Is the word ""PASSPORT"" present on the cover?",yes,yes|no|unknown,"The word ""PASSPORT"" is present on the cover."
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,Is the national emblem or crest positioned in the upper-right area of the cover?,yes,yes|no|unknown,The national emblem/crest is positioned in the upper-right area of the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,Is there centered Korean text below the emblem?,yes,yes|no|unknown,Centered Korean text appears below the emblem.
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,Does centered English text appear below the Korean text?,yes,yes|no|unknown,Centered English text appears below the Korean text.
9,The front cover of a South Korean passport issued after 2021,level_2,shape,medium,Does the cover emblem appear as the Republic of Korea coat of arms with a central taegeuk-style symbol surrounded by a flower-like outline?,yes,yes|no|unknown,The cover emblem appears as the Republic of Korea coat of arms (a central taegeuk-style symbol surrounded by a flower-like outline).
9,The front cover of a South Korean passport issued after 2021,level_2,color,high,Is the passport cover a very dark navy blue color?,yes,yes|no|unknown,The cover is a very dark navy/blue (near-black) color.
9,The front cover of a South Korean passport issued after 2021,level_2,others,medium,Do the cover text and emblem appear in a metallic gold or bronze-like color?,yes,yes|no|unknown,The cover text and emblem appear in a metallic gold/bronze-like color.
9,The front cover of a South Korean passport issued after 2021,level_2,others,medium,Does the passport cover show subtle embossed concentric or oval patterning across the lower-left area?,yes,yes|no|unknown,Subtle embossed concentric/oval patterning is visible on the cover (notably across the lower-left area).
9,The front cover of a South Korean passport issued after 2021,level_3,existence,high,"Does the Korean text ""대한민국 여권"" appear on the cover?",yes,yes|no|unknown,"The Korean text ""대한민국 여권"" appears on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,existence,high,"Does the English text ""REPUBLIC OF KOREA PASSPORT"" appear on the cover?",yes,yes|no|unknown,"The English text ""REPUBLIC OF KOREA PASSPORT"" appears on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,relation,medium,"Does ""대한민국 여권"" appear above ""REPUBLIC OF KOREA PASSPORT"" on the cover?",yes,yes|no|unknown,"""대한민국 여권"" appears above ""REPUBLIC OF KOREA PASSPORT"" on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,relation,medium,Is a biometric passport symbol (the standard rectangle-with-circle icon) present near the bottom-right of the cover?,yes,yes|no|unknown,A biometric passport symbol (the standard rectangle-with-circle icon) is present near the bottom-right of the cover.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,existence,high,Is a car windshield made of glass visible?,yes,yes|no|unknown,A car windshield (glass) is visible.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,existence,high,Is there a German Umweltplakette (environmental zone sticker) on the car windshield?,yes,yes|no|unknown,A German Umweltplakette (environmental zone sticker) is visible on the windshield.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,relation,high,Is the Umweltplakette affixed to the car windshield?,yes,yes|no|unknown,The Umweltplakette is affixed to the windshield (appears stuck onto the glass).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,scene,medium,Is the sticker shown as part of a car windshield?,yes,yes|no|unknown,"The sticker is shown in a context that reads as part of a car windshield (e.g., surrounding glass area, car interior/exterior cues)."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Does the Umweltplakette show an emissions-class number printed on it as a large single digit?,yes,yes|no|unknown,The Umweltplakette shows an emissions-class number printed on it (a large single digit).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Does the sticker include printed German text indicating it is an Umweltplakette environmental zone sticker?,yes,yes|no|unknown,The sticker includes printed text indicating it is an Umweltplakette/environmental zone sticker (German wording visible on the sticker).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Does the sticker include a white rectangular field intended for the vehicle license plate or registration to be written or printed?,yes,yes|no|unknown,The sticker includes a white rectangular field intended for the vehicle license plate/registration to be written or printed.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,relation,high,Is the emissions-class number printed within the circular area of the Umweltplakette sticker?,yes,yes|no|unknown,The emissions-class number is printed within the circular sticker area.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,shape,high,Is the Umweltplakette circular (round)?,yes,yes|no|unknown,The Umweltplakette is circular (round).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,Is the emissions-class number printed in a dark or black color that contrasts with the sticker background?,yes,yes|no|unknown,The emissions-class number is printed in a dark/black color that contrasts with the sticker background.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,Is the main field of the German Umweltplakette sticker green?,yes,yes|no|unknown,"Because it is a current German Umweltplakette, the sticker’s main field is green."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_3,existence,low,Is the emissions-group digit on the current (green) Umweltplakette 4?,yes,yes|no|unknown,The emissions-group digit on a current (green) Umweltplakette is '4'.
