index,prompt,level,category,importance,question,gold_answer,answer_space,source_fact
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,"Does the packaging include the words ""Organic"", ""Pumpkin Spice"", and ""Coffee""?",yes,yes|no|unknown,"The product name includes the words ""Organic"", ""Pumpkin Spice"", and ""Coffee"" on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,"Does the packaging show the brand/logo ""365""?",yes,yes|no|unknown,The brand/logo '365' appears on the packaging.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,relation,high,"Are the words ""Organic Pumpkin Spice Coffee"" presented as the coffee’s description or name on the package?",yes,yes|no|unknown,"The words ""Organic Pumpkin Spice Coffee"" (or the same words clearly forming the product name) are presented as the coffee’s description/name on the package."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,others,medium,Does the packaging show that the product is organic?,yes,yes|no|unknown,"The packaging includes a visible indication that the product is organic (e.g., the word ""Organic"" and/or an organic certification mark)."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_3,existence,high,"Does the packaging show ""12 oz""?",yes,yes|no|unknown,"The net quantity ""12 oz"" appears on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_3,relation,medium,"Is the ""12 oz"" quantity shown on the same package as the brand and product name?",yes,yes|no|unknown,"The ""12 oz"" quantity is presented as the product’s net weight/size on the same package as the brand and product name."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,existence,high,Is a packaged consumer product shown?,yes,yes|no|unknown,A packaged consumer product is shown.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,color,low,Is the bottle amber-colored?,yes,yes|no|unknown,The bottle is amber-colored.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,color,low,Does the bottle have a black cap?,yes,yes|no|unknown,The bottle has a black cap.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,existence,high,"Does the product label show the product name ""Women's Care Probiotic""?",yes,yes|no|unknown,"The product label shows the product name ""Women's Care Probiotic""."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,counting,high,Does the product label show 30 CT?,yes,yes|no|unknown,"The product label shows a count of ""30 CT"" (30 count)."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_3,color,low,Does the label have a pink and purple abstract design?,yes,yes|no|unknown,The label has a pink and purple abstract design.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_3,color,low,Does the label have a green circular logo?,yes,yes|no|unknown,The label has a green circular logo.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_3,others,low,"Does the label show ""50 Billion CFU""?",yes,yes|no|unknown,"The label shows ""50 Billion CFU""."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_3,others,low,"Does the label show ""With Lacto & Bifido Probiotic Cultures""?",yes,yes|no|unknown,"The label shows ""With Lacto & Bifido Probiotic Cultures""."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,existence,high,Is a retail package of vanilla wafer cookies shown?,yes,yes|no|unknown,A retail product package for vanilla wafer cookies is shown.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,counting,medium,Is one primary package prominently shown?,yes,yes|no|unknown,One primary package is prominently shown.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Do the words ""Happy Belly"" appear on the package?",yes,yes|no|unknown,The words 'Happy Belly' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,Do the words 'Vanilla Wafers' appear on the package?,yes,yes|no|unknown,The words 'Vanilla Wafers' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Does the package display the full product text ""ARTIFICIALLY FLAVORED VANILLA WAFERS""?",yes,yes|no|unknown,The package displays the full product text 'ARTIFICIALLY FLAVORED VANILLA WAFERS'.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,color,low,Does the package have a white main background with a black top section?,yes,yes|no|unknown,The package has a white main background with a black top section.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,others,medium,Are vanilla wafer cookies shown on the package?,yes,yes|no|unknown,"Vanilla wafer cookies are visually indicated as the product (e.g., wafers visible in the package or pictured on the package)."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,others,medium,Does the package have a blue circular HAPPY BELLY logo with white text?,yes,yes|no|unknown,The package features a blue circular HAPPY BELLY logo with white text.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_3,existence,high,Is the net weight shown as 12 Ounce or 12 oz on the package?,yes,yes|no|unknown,The net weight is shown as '12 Ounce' or '12 oz' on the package.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,existence,high,Is a single packaged food seasoning product shown?,yes,yes|no|unknown,A single packaged food seasoning product is shown.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,counting,medium,Is exactly one product package or container shown as the main subject?,yes,yes|no|unknown,Only one product package/container is shown as the main subject.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,existence,high,Does the package have a visible front label?,yes,yes|no|unknown,The package/container has a visible front label.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,relation,high,"Does the label include the net weight text ""5 OZ""?",yes,yes|no|unknown,The label includes the net weight text '5 OZ'.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,shape,low,Is the container cylindrical?,yes,yes|no|unknown,The container is cylindrical.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,color,low,Does the bottle have a black cap?,yes,yes|no|unknown,The bottle has a black cap.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,others,medium,Is the product presented as a dry rub or seasoning?,yes,yes|no|unknown,The product is presented as a dry rub/seasoning (not a liquid sauce).
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,others,medium,Does the bottle contain granular seasoning?,yes,yes|no|unknown,The bottle contains granular seasoning.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_3,relation,medium,"Does the label include the phrase ""MADE FOR STEAK, CHICKEN & PORK""?",yes,yes|no|unknown,"The label also includes the phrase 'MADE FOR STEAK, CHICKEN & PORK'."
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_3,color,low,Is the label background light blue?,yes,yes|no|unknown,The label background is light blue.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_3,color,low,Does the label have red and white borders?,yes,yes|no|unknown,The label has red and white borders.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_3,color,low,Does the label have a colorful square design?,yes,yes|no|unknown,The label has a colorful square design.
13,"Women's Beau, (Blue), 5 UK",level_1,existence,high,Is a shoe shown?,yes,yes|no|unknown,At least one footwear item (a shoe) is shown.
13,"Women's Beau, (Blue), 5 UK",level_1,color,high,Is the shoe blue?,yes,yes|no|unknown,The shoe is blue.
13,"Women's Beau, (Blue), 5 UK",level_2,shape,low,Is the shoe a slip-on style?,yes,yes|no|unknown,The shoe is slip-on style.
13,"Women's Beau, (Blue), 5 UK",level_2,shape,low,Does the shoe have a block heel?,yes,yes|no|unknown,The shoe has a block heel.
13,"Women's Beau, (Blue), 5 UK",level_3,others,high,Does the shoe have a fringed toe detail?,yes,yes|no|unknown,The shoe has a fringed toe detail.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_1,existence,high,Is a packaged consumer product labeled as apple cider vinegar shown?,yes,yes|no|unknown,A packaged consumer product labeled as apple cider vinegar is shown.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_1,counting,medium,Is exactly one primary product package shown?,yes,yes|no|unknown,Exactly one primary product package/container is shown.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_1,shape,medium,Is the product in a bottle-like container suitable for liquids?,yes,yes|no|unknown,The product is contained in a bottle-like container suitable for liquids.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_1,color,low,Does the bottle have a white cap?,yes,yes|no|unknown,The bottle has a white cap.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_1,others,high,Does the package have a readable label showing the product identity?,yes,yes|no|unknown,The package/container has a readable label indicating the product identity.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_2,existence,high,"Does the label show the product description ""Organic Unfiltered Apple Cider Vinegar""?",yes,yes|no|unknown,The label shows the product description 'Organic Unfiltered Apple Cider Vinegar'.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_2,existence,high,Does the label show a 365 logo?,yes,yes|no|unknown,The label shows a '365' logo.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_2,others,high,"Are the words ""Organic"" and ""Unfiltered"" both visible on the product label?",yes,yes|no|unknown,The words 'Organic' and 'Unfiltered' are both visibly present in the product labeling.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_3,existence,high,"Does the label text include ""Organic Unfiltered Apple Cider Vinegar"" exactly?",yes,yes|no|unknown,The label text includes 'Organic Unfiltered Apple Cider Vinegar' exactly.
17,"365 Everyday Value, Organic Unfiltered Apple Cider Vinegar, 32 fl oz",level_3,others,low,Does the label feature apple imagery?,yes,yes|no|unknown,The label features apple imagery.
18,"AmazonBasics Patio Dining Chair Cover (2 Pack), Grey",level_1,existence,high,Are patio dining chair cover products depicted?,yes,yes|no|unknown,Patio dining chair cover product(s) are depicted.
18,"AmazonBasics Patio Dining Chair Cover (2 Pack), Grey",level_1,shape,high,Does each cover have a shape with a backrest section and a seat section?,yes,yes|no|unknown,"Each cover has a form consistent with covering a dining chair, including a backrest section and a seat section (not just a flat sheet)."
18,"AmazonBasics Patio Dining Chair Cover (2 Pack), Grey",level_1,size,medium,Does each cover look sized to fit a single dining chair?,yes,yes|no|unknown,Each cover appears sized to fit a single dining chair (not a sofa/loveseat-sized cover).
18,"AmazonBasics Patio Dining Chair Cover (2 Pack), Grey",level_1,color,high,Are the chair covers grey overall?,yes,yes|no|unknown,The chair covers are grey in overall appearance.
18,"AmazonBasics Patio Dining Chair Cover (2 Pack), Grey",level_2,existence,medium,Does each cover appear to be made of one continuous fabric-like material enclosing the chair shape?,yes,yes|no|unknown,"Each cover appears to be made of a continuous fabric-like material (typical cover construction), enclosing the chair shape."
19,"AmazonBasics In-ear Headphones with Mic, Green",level_1,existence,high,Are a pair of in-ear headphones depicted?,yes,yes|no|unknown,A pair of in-ear headphones (earbuds) is depicted.
19,"AmazonBasics In-ear Headphones with Mic, Green",level_1,counting,medium,Are two earbuds shown as a left/right pair?,yes,yes|no|unknown,Two earbuds are depicted as a left/right pair.
19,"AmazonBasics In-ear Headphones with Mic, Green",level_1,relation,medium,Are the earbuds part of the same headphone set?,yes,yes|no|unknown,The earbuds are part of the same headphone set.
19,"AmazonBasics In-ear Headphones with Mic, Green",level_1,shape,medium,Do the earbuds have an in-ear shape?,yes,yes|no|unknown,Each earbud has an in-ear shape intended to fit into an ear canal (not an over-ear/on-ear headset).
19,"AmazonBasics In-ear Headphones with Mic, Green",level_1,color,high,Are the headphones green as the primary visible color?,yes,yes|no|unknown,"The headphones are green as the primary visible color (at least the earbuds, and typically the cable as well)."
19,"AmazonBasics In-ear Headphones with Mic, Green",level_2,existence,high,Is a cable connecting the earbuds visible?,yes,yes|no|unknown,A cable connecting the earbuds is visible.
19,"AmazonBasics In-ear Headphones with Mic, Green",level_2,shape,medium,Do the earbuds have in-ear tips or nozzles?,yes,yes|no|unknown,Each earbud has a tip/nozzle area consistent with an in-ear earbud design (often with a silicone/rubber ear tip).
19,"AmazonBasics In-ear Headphones with Mic, Green",level_2,color,high,"Is the inline microphone module, cable, or earbuds green?",yes,yes|no|unknown,The inline microphone module and/or cable and/or earbuds appear green (not a different dominant color such as black/white/red).
22,"Fresh Brand – Red Potatoes, 5 lb",level_1,existence,high,Are red potatoes shown?,yes,yes|no|unknown,Red potatoes are shown.
22,"Fresh Brand – Red Potatoes, 5 lb",level_1,relation,high,Are the red potatoes shown as a packaged branded product or labelable item?,yes,yes|no|unknown,"The red potatoes are presented as a packaged/branded product or labelable item (i.e., not just unlabeled loose potatoes)."
22,"Fresh Brand – Red Potatoes, 5 lb",level_1,color,high,Do the potatoes have visibly red skin?,yes,yes|no|unknown,The potatoes have visibly red skin (or are clearly identified as red potatoes via visible labeling).
22,"Fresh Brand – Red Potatoes, 5 lb",level_1,others,high,"Does the visible text say ""Red Potatoes""?",yes,yes|no|unknown,"Visible text indicates the product name ""Red Potatoes""."
22,"Fresh Brand – Red Potatoes, 5 lb",level_1,others,high,"Does the visible text show ""5 lb""?",yes,yes|no|unknown,"Visible text indicates the weight ""5 lb""."
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,existence,medium,Are the potatoes shown together in a single retail package with the labeling visible?,yes,yes|no|unknown,"The potatoes are shown together in a single product presentation (e.g., in a bag, net, or other retail package) with the labeling visible."
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,relation,high,"Does the package show the words ""fresh"", ""Red Potatoes"", and ""5 LB"" together?",yes,yes|no|unknown,The package shows the word 'fresh' together with 'Red Potatoes' and '5 LB'.
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,others,high,"Is the text ""Red Potatoes"" readable?",yes,yes|no|unknown,"The text ""Red Potatoes"" is readable."
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,others,high,"Is the text ""5 lb"" readable?",yes,yes|no|unknown,"The text ""5 lb"" is readable."
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,others,high,Is the bag made of clear plastic with a white tie?,yes,yes|no|unknown,The bag is made of clear plastic with a white tie.
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,others,high,Is the label background green and white?,yes,yes|no|unknown,The label background is green and white.
22,"Fresh Brand – Red Potatoes, 5 lb",level_2,others,high,Are the potatoes visible through the transparent bag?,yes,yes|no|unknown,Potatoes are visible through the transparent bag.
22,"Fresh Brand – Red Potatoes, 5 lb",level_3,others,low,Does the label have a leaf-like graphic?,yes,yes|no|unknown,The label has a leaf-like graphic.
22,"Fresh Brand – Red Potatoes, 5 lb",level_3,others,low,"Does the label show ""NET WT 5 LB""?",yes,yes|no|unknown,The label has 'NET WT 5 LB' visible.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_1,existence,high,Are baby bibs depicted?,yes,yes|no|unknown,Baby bibs are depicted.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_1,counting,high,Are more than one bib visible in the image?,yes,yes|no|unknown,The image depicts a set of bibs (more than one bib visible).
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_1,shape,high,Do the items have the recognizable shape of baby bibs with a neck opening and a wider lower section to cover the chest?,yes,yes|no|unknown,Each item has the recognizable shape of a baby bib with a neck opening/neck area and a wider lower section to cover the chest.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_1,color,high,Are the bibs predominantly pink blush?,yes,yes|no|unknown,The bibs are predominantly in a pink blush color family (light/soft pink tones).
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_2,existence,high,Are five separate bibs visible?,yes,yes|no|unknown,At least five separate bib items are visible.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_2,counting,high,Are exactly five bibs depicted?,yes,yes|no|unknown,Exactly five bibs are depicted.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_2,relation,medium,Are the bibs presented together as a single set in the image?,yes,yes|no|unknown,"The bibs are presented together as a single set (e.g., grouped/stacked/arranged together in one image)."
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_2,color,high,"Does the set include one solid pink bib, two pink-and-white striped bibs, one solid white bib, and one white bib with pink polka dots?",yes,yes|no|unknown,"The set shows one solid pink bib, two pink-and-white striped bibs, one solid white bib, and one white bib with pink polka dots."
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_2,others,medium,Are the bibs shown as fabric textile items?,yes,yes|no|unknown,The bibs are shown as fabric/textile items (not illustrated icons of bibs).
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_3,shape,low,Do the bibs have rounded corners and a rounded neckline?,yes,yes|no|unknown,The bibs have rounded corners and a rounded neckline.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_3,color,medium,Do all bibs have pink trim along the edges?,yes,yes|no|unknown,All bibs have pink trim along the edges.
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_3,others,high,"Does the visible text include the brand name ""Moon and Back""?",yes,yes|no|unknown,"Visible text includes the brand name ""Moon and Back""."
23,"Moon and Back Baby Set of 5 Organic Reversible Bibs, Pink Blush, One Size",level_3,others,high,"Does the visible text include the word ""Organic""?",yes,yes|no|unknown,"Visible text includes the word ""Organic"" (or ""Organic"" appears as part of a visible product label/tag/packaging text)."
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_1,existence,high,Is at least one ankle-wrap sandal depicted?,yes,yes|no|unknown,At least one ankle-wrap sandal is depicted.
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_1,shape,high,Is the footwear a sandal with an open construction?,yes,yes|no|unknown,"The footwear is a sandal (open construction, not a closed shoe/boot)."
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_1,shape,high,Does the sandal have a block-style heel?,yes,yes|no|unknown,"The sandal has a block-style heel (a thick, chunky heel rather than a stiletto or wedge)."
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_1,shape,high,Does the sandal have straps that wrap around the ankle?,yes,yes|no|unknown,The sandal includes straps that wrap around the ankle.
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_1,color,high,Is the sandal dove-colored?,yes,yes|no|unknown,The sandal is a dove-colored shade (light gray/gray-beige).
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_1,others,high,Does the sandal have bows?,yes,yes|no|unknown,The sandal has bows as part of its design (visible bow shapes on the sandal).
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,existence,high,Does the sandal have a heel?,yes,yes|no|unknown,A heel is present on the sandal.
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,existence,high,Is there an ankle-wrap strap on the sandal?,yes,yes|no|unknown,An ankle-wrap strap is present on the sandal.
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,existence,high,Is there at least one bow embellishment on the sandal?,yes,yes|no|unknown,At least one bow embellishment is present on the sandal.
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,relation,high,Does the ankle-wrap strap extend around the ankle area of the sandal?,yes,yes|no|unknown,The ankle-wrap strap visually extends around the ankle area of the sandal (positioned above the foot/near the ankle).
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,relation,high,Are the bows attached to the sandal?,yes,yes|no|unknown,The bow(s) are attached to the sandal (not separate accessories placed nearby).
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,shape,high,"Does the heel have a block, rectangular profile?",yes,yes|no|unknown,The heel has a block/rectangular profile (not needle-thin).
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,shape,high,Do the bows have a typical bow form with two loops and a central knot-like section?,yes,yes|no|unknown,The bows have a typical bow form (two loops and a central knot-like section).
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,color,high,Are the visible upper and straps of the sandal in the dove light gray color family?,yes,yes|no|unknown,The visible upper/straps of the sandal are the same dove (light gray/gray-beige) color family.
24,"Amazon Brand - The Fix Women's Mischa Block Heel Ankle Wrap Sandal with Bows, dove suede, 9 B US",level_2,others,high,Does the sandal have a suede-like exterior texture?,yes,yes|no|unknown,"The sandal’s exterior material appears suede-like (matte, fuzzy/nap texture rather than glossy leather or fabric weave)."
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_1,existence,high,Is a runner rug depicted?,yes,yes|no|unknown,A runner rug is depicted.
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_1,counting,medium,Is there exactly one rug in the image?,yes,yes|no|unknown,Exactly one rug is the primary subject of the image.
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_1,shape,high,Is the rug long and rectangular?,yes,yes|no|unknown,The rug has a long rectangular shape (runner form).
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_1,size,medium,Does the rug appear much longer than it is wide?,yes,yes|no|unknown,The rug appears much longer than it is wide.
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_1,color,high,Is green a primary visible color of the rug?,yes,yes|no|unknown,Green is a primary visible color of the rug.
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_2,color,high,Is a substantial portion of the rug green?,yes,yes|no|unknown,The green color appears on a substantial portion of the rug (not just a small accent).
25,"Amazon Brand – Stone & Beam Casual Geometric Wool Runner Rug, 8' x 2' 3"", Green",level_3,others,low,Does the rug have a visible textured surface?,yes,yes|no|unknown,The rug has a visible textured surface.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,existence,high,Are two bar/island stools shown?,yes,yes|no|unknown,Two bar/island stools are shown.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,counting,high,Are there exactly two stools present?,yes,yes|no|unknown,Exactly two stools are present.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,relation,medium,Do the two stools have the same overall design?,yes,yes|no|unknown,The two stools appear as a matching set (same overall design).
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,shape,medium,Does each stool have a seat mounted on a single central pedestal column with a base?,yes,yes|no|unknown,Each stool has a seat mounted on a single central pedestal column with a base (not four legs).
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,shape,medium,Are the stools backless and armless?,yes,yes|no|unknown,Each stool is backless and armless.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,color,high,Are the stools’ seats black?,yes,yes|no|unknown,The stools’ seats are black.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_1,posture,medium,Are both stools upright and standing on their bases?,yes,yes|no|unknown,Both stools are upright and standing on their bases.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_2,existence,high,Does each stool have a metal pedestal base with a visible pneumatic gas-lift cylinder?,yes,yes|no|unknown,Each stool has a metal pedestal base with a visible pneumatic/gas-lift (air lift) cylinder.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_2,counting,medium,Does each stool have one central support column and one base?,yes,yes|no|unknown,Each stool has one central support column and one base.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_2,relation,high,Is each seat attached to the top of the gas-lift pedestal column?,yes,yes|no|unknown,Each seat is attached to the top of the gas-lift/pedestal column.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_2,relation,high,Is a footrest integrated around the lower part of the pedestal column on each stool?,yes,yes|no|unknown,A footrest is integrated around the lower part of the pedestal column on each stool.
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_2,shape,high,Does each stool have a single round disc-style base?,yes,yes|no|unknown,"Each stool’s base is a single, round/disc-style base (typical pedestal base)."
28,"AmazonBasics Modern Adjustable Swivel Bar/Island Stools - PU with Chrome Air Lift - Set of 2, Black",level_2,color,high,"Are the pedestal, air-lift, or base components chrome or silver in appearance?",yes,yes|no|unknown,The pedestal/air-lift/base components are chrome/silver in appearance.
