index,prompt,level,category,importance,question,gold_answer,answer_space,source_fact
6,A current UK passport cover,level_2,existence,high,Is a biometric passport chip symbol present on the cover?,yes,yes|no|unknown,A biometric passport chip symbol is present on the cover.
6,A current UK passport cover,level_2,relation,high,Is the coat of arms emblem centered on the cover?,yes,yes|no|unknown,The coat of arms emblem is centered on the cover.
6,A current UK passport cover,level_2,relation,high,Is the text arranged above and/or below the coat of arms in the typical cover layout?,yes,yes|no|unknown,The text is arranged above and/or below the coat of arms in the typical cover layout.
6,A current UK passport cover,level_2,relation,high,Is the biometric passport chip symbol placed below the main text or emblem area toward the lower part of the cover?,yes,yes|no|unknown,The biometric passport chip symbol is placed below the main text/emblem area (toward the lower part of the cover).
6,A current UK passport cover,level_2,shape,medium,Does the coat of arms appear as a detailed heraldic crest with a shield and supporters?,yes,yes|no|unknown,The coat of arms appears as a detailed heraldic crest (shield with supporters) rather than a simple abstract logo.
6,A current UK passport cover,level_2,shape,medium,Does the passport cover show the biometric symbol as the standard rectangle-with-circle biometric passport icon?,yes,yes|no|unknown,The biometric symbol appears as the standard rectangle-with-circle biometric passport icon.
6,A current UK passport cover,level_2,color,high,"Do the coat of arms, the text, and the biometric symbol appear in a gold-colored emboss or print against the dark blue cover?",yes,yes|no|unknown,"The coat of arms, the text, and the biometric symbol appear in a gold-colored emboss/print against the dark blue cover."
6,A current UK passport cover,level_2,others,medium,"Does the cover display only the UK coat of arms and the words ""BRITISH PASSPORT""?",yes,yes|no|unknown,"The cover does not display an EU flag or the word ""European Union""."
7,A current pedestrian crossing sign in Germany,level_1,existence,high,Is a pedestrian crossing traffic sign depicted?,yes,yes|no|unknown,A pedestrian crossing traffic sign is depicted.
7,A current pedestrian crossing sign in Germany,level_1,shape,high,Does the sign have a square overall shape?,yes,yes|no|unknown,The sign has a square overall shape.
7,A current pedestrian crossing sign in Germany,level_1,color,high,Does the pedestrian crossing sign have a blue background with white and black elements?,yes,yes|no|unknown,The sign uses the typical German pedestrian crossing sign color scheme: blue background with white and black elements.
7,A current pedestrian crossing sign in Germany,level_1,others,high,Does the sign’s design match the current German pedestrian crossing sign?,yes,yes|no|unknown,The sign’s design matches the current German pedestrian crossing sign (not a text-based or foreign-design crossing sign).
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is there a white triangular field within the blue square?,yes,yes|no|unknown,A white triangular field is present within the blue square.
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is there a black pedestrian pictogram within the white triangle?,yes,yes|no|unknown,A black pedestrian pictogram is present within the white triangle.
7,A current pedestrian crossing sign in Germany,level_2,existence,high,Is a zebra-crossing marking depicted beneath the pedestrian pictogram within the triangle?,yes,yes|no|unknown,A zebra-crossing marking (striped crosswalk depiction) is present beneath the pedestrian pictogram within the triangle.
7,A current pedestrian crossing sign in Germany,level_2,relation,high,Is the white triangle centered within the blue square?,yes,yes|no|unknown,The white triangle is centered within the blue square.
7,A current pedestrian crossing sign in Germany,level_2,relation,high,Does the pedestrian pictogram appear above the zebra-crossing depiction inside the triangle?,yes,yes|no|unknown,The pedestrian pictogram appears above the zebra-crossing depiction inside the triangle.
7,A current pedestrian crossing sign in Germany,level_2,shape,high,Does the triangle point upward with the apex at the top?,yes,yes|no|unknown,The triangle points upward (apex at the top).
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the square background blue?,yes,yes|no|unknown,The square background is blue.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Is the triangle white?,yes,yes|no|unknown,The triangle is white.
7,A current pedestrian crossing sign in Germany,level_2,color,high,Are the pedestrian pictogram and the zebra-crossing depiction black?,yes,yes|no|unknown,The pedestrian pictogram and zebra-crossing depiction are black.
7,A current pedestrian crossing sign in Germany,level_2,posture,medium,Is the pedestrian pictogram shown in a walking pose?,yes,yes|no|unknown,The pedestrian pictogram is shown in a walking pose.
7,A current pedestrian crossing sign in Germany,level_2,others,high,Is the sign face purely pictographic with no written text?,yes,yes|no|unknown,No written text is present on the sign face (the sign is purely pictographic).
7,A current pedestrian crossing sign in Germany,level_3,color,medium,Does a thin white border outline the blue square sign face?,yes,yes|no|unknown,A thin white border outlines the blue square sign face.
8,A current front 50 euro banknote,level_1,existence,high,Is a single euro banknote depicted?,yes,yes|no|unknown,A single euro banknote is depicted.
8,A current front 50 euro banknote,level_1,existence,high,Is the depicted banknote a 50 euro note?,yes,yes|no|unknown,The depicted banknote is a 50 euro note.
8,A current front 50 euro banknote,level_1,existence,high,Does the image show the front (obverse) side of the banknote?,yes,yes|no|unknown,The image shows the front (obverse) side of the banknote.
8,A current front 50 euro banknote,level_1,counting,medium,Is exactly one banknote shown?,yes,yes|no|unknown,Exactly one banknote is shown.
8,A current front 50 euro banknote,level_1,shape,high,Is the banknote rectangular with a horizontal (landscape) orientation?,yes,yes|no|unknown,The banknote is rectangular with a horizontal (landscape) orientation.
8,A current front 50 euro banknote,level_1,color,high,Is the banknote design predominantly orange and brown toned?,yes,yes|no|unknown,The banknote design is predominantly orange/brown-toned (typical 50 euro coloration).
8,A current front 50 euro banknote,level_1,others,high,Does the banknote match the Europa series design of the current 50 euro note?,yes,yes|no|unknown,"The design corresponds to the current 50 euro banknote (Europa series), not the older first-series design."
8,A current front 50 euro banknote,level_2,existence,high,Does a '50' denomination marking appear on the front of the banknote?,yes,yes|no|unknown,At least one clearly visible '50' denomination marking appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,"Does the word ""EURO"" (or ""ΕΥΡΩ"") appear on the front of the note?",yes,yes|no|unknown,The word 'EURO' (or 'ΕΥΡΩ') appears on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,"Does the banknote show an architectural window, doorway, or gateway motif on the front?",yes,yes|no|unknown,An architectural motif consistent with the 50 euro front (a window/doorway/gateway theme) appears on the note.
8,A current front 50 euro banknote,level_2,existence,high,Is a hologram or security stripe or patch area visible on the right side of the front of the 50 euro banknote?,yes,yes|no|unknown,A hologram/security stripe or patch area is visible on the right side of the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,Is a watermark or portrait window area visible on the front of the banknote?,yes,yes|no|unknown,A watermark/portrait window area is visible on the front of the note.
8,A current front 50 euro banknote,level_2,existence,high,Does the design include a circle of EU stars?,yes,yes|no|unknown,A circle of EU stars appears somewhere on the design.
8,A current front 50 euro banknote,level_2,existence,high,Does a map of Europe appear somewhere on the front-side design of the banknote?,yes,yes|no|unknown,A map of Europe appears somewhere on the front-side design.
8,A current front 50 euro banknote,level_2,relation,high,Is the hologram or security feature positioned on the right side of the front of the 50 euro banknote?,yes,yes|no|unknown,The hologram/security feature is positioned on the right side of the note’s front.
8,A current front 50 euro banknote,level_2,relation,high,Is the architectural window/doorway/gateway motif part of the central or left portion of the banknote’s front design?,yes,yes|no|unknown,The architectural window/doorway/gateway motif is part of the central/left portion of the note’s front design.
8,A current front 50 euro banknote,level_2,color,medium,Do the denomination markings and main design elements use multiple inks or colors?,yes,yes|no|unknown,The denomination markings and main design elements use multiple inks/colors (not monochrome).
8,A current front 50 euro banknote,level_2,others,high,Does the front-side security design include a portrait of Europa (a female face)?,yes,yes|no|unknown,"A portrait of Europa (a female face) is visible as part of the front-side security design (e.g., in the hologram/portrait window/watermark area)."
8,A current front 50 euro banknote,level_3,existence,medium,Does the front of the 50 euro banknote show the flag of the European Union?,yes,yes|no|unknown,A flag of the European Union (EU flag) appears on the front of the note.
8,A current front 50 euro banknote,level_3,existence,medium,Does an alphanumeric serial number appear on the front of the note?,yes,yes|no|unknown,A serial number (alphanumeric identifier) appears on the front of the note.
8,A current front 50 euro banknote,level_3,existence,medium,Does the banknote show microtext-like fine print and intricate guilloche patterns?,yes,yes|no|unknown,Microtext-like fine print and intricate guilloche patterns appear on the note (typical banknote linework).
8,A current front 50 euro banknote,level_3,others,medium,"Does the front of the 50 euro banknote include text indicating the European Central Bank, such as ""ECB""?",yes,yes|no|unknown,"Text indicating the European Central Bank (e.g., 'ECB' and/or variants in multiple languages) appears on the front."
9,The front cover of a South Korean passport issued after 2021,level_1,existence,high,Is the front cover of a passport booklet depicted?,yes,yes|no|unknown,The front cover of a passport booklet is depicted.
9,The front cover of a South Korean passport issued after 2021,level_1,counting,medium,Is there one passport front cover shown as the main subject?,yes,yes|no|unknown,Only one passport front cover is shown as the main subject.
9,The front cover of a South Korean passport issued after 2021,level_1,shape,high,Does the object have the appearance of a closed rectangular passport booklet cover?,yes,yes|no|unknown,The object has the appearance of a closed rectangular passport booklet cover.
9,The front cover of a South Korean passport issued after 2021,level_1,others,high,Does the passport cover have the newer dark-cover design used for South Korean passports issued after 2021?,yes,yes|no|unknown,"The cover design corresponds to a South Korean passport issued after 2021 (i.e., the newer dark-cover design rather than the older green design)."
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,Is a South Korean national emblem or crest shown on the cover?,yes,yes|no|unknown,A South Korean national emblem/crest is shown on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,Is there country-identifying text on the passport cover?,yes,yes|no|unknown,Country-identifying text is present on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,existence,high,"Is the word ""PASSPORT"" present on the cover?",yes,yes|no|unknown,"The word ""PASSPORT"" is present on the cover."
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,Is the national emblem or crest placed centrally on the passport cover?,yes,yes|no|unknown,The national emblem/crest is placed centrally on the cover.
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,Is the country-identifying text placed above the emblem?,yes,yes|no|unknown,The country-identifying text is placed above the emblem.
9,The front cover of a South Korean passport issued after 2021,level_2,relation,high,"Is the word ""PASSPORT"" placed below the emblem?",yes,yes|no|unknown,"The word ""PASSPORT"" is placed below the emblem."
9,The front cover of a South Korean passport issued after 2021,level_2,shape,medium,Does the cover emblem appear as the Republic of Korea coat of arms with a central taegeuk-style symbol surrounded by a flower-like outline?,yes,yes|no|unknown,The cover emblem appears as the Republic of Korea coat of arms (a central taegeuk-style symbol surrounded by a flower-like outline).
9,The front cover of a South Korean passport issued after 2021,level_2,color,high,Is the passport cover a very dark navy or blue color that appears near-black?,yes,yes|no|unknown,The cover is a very dark navy/blue (near-black) color.
9,The front cover of a South Korean passport issued after 2021,level_2,others,medium,Do the cover text and emblem appear in a metallic gold or bronze-like color?,yes,yes|no|unknown,The cover text and emblem appear in a metallic gold/bronze-like color.
9,The front cover of a South Korean passport issued after 2021,level_3,existence,high,"Does the Korean text ""대한민국"" appear on the cover?",yes,yes|no|unknown,"The Korean text ""대한민국"" appears on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,existence,high,"Does the English text ""REPUBLIC OF KOREA"" appear on the cover?",yes,yes|no|unknown,"The English text ""REPUBLIC OF KOREA"" appears on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,relation,medium,"Does ""대한민국"" appear above ""REPUBLIC OF KOREA"" on the cover?",yes,yes|no|unknown,"""대한민국"" appears above ""REPUBLIC OF KOREA"" on the cover."
9,The front cover of a South Korean passport issued after 2021,level_3,others,medium,Is the biometric passport symbol (the standard rectangle-with-circle icon) present on the cover?,yes,yes|no|unknown,A biometric passport symbol (the standard rectangle-with-circle icon) is present on the cover.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,existence,high,Is a car windshield made of glass visible?,yes,yes|no|unknown,A car windshield (glass) is visible.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,existence,high,Is there a German Umweltplakette (environmental zone sticker) on the car windshield?,yes,yes|no|unknown,A German Umweltplakette (environmental zone sticker) is visible on the windshield.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,relation,high,Is the German Umweltplakette affixed to the car windshield?,yes,yes|no|unknown,The Umweltplakette is affixed to the windshield (appears stuck onto the glass).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,color,medium,Does the Umweltplakette sticker have a clearly colored appearance?,yes,yes|no|unknown,The sticker has a clearly colored appearance (not purely grayscale).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_1,scene,medium,Is the sticker shown as part of a car windshield?,yes,yes|no|unknown,"The sticker is shown in a context that reads as part of a car windshield (e.g., surrounding glass area, car interior/exterior cues)."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Does the Umweltplakette show a large single-digit emissions-class number printed on it?,yes,yes|no|unknown,The Umweltplakette shows an emissions-class number printed on it (a large single digit).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,existence,high,Does the sticker include printed German text indicating it is an Umweltplakette (environmental zone sticker)?,yes,yes|no|unknown,The sticker includes printed text indicating it is an Umweltplakette/environmental zone sticker (German wording visible on the sticker).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,relation,high,Is the emissions-class number printed within the circular area of the Umweltplakette sticker?,yes,yes|no|unknown,The emissions-class number is printed within the circular sticker area.
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,shape,high,Is the Umweltplakette circular (round)?,yes,yes|no|unknown,The Umweltplakette is circular (round).
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,"Is the sticker’s main field green, yellow, or red?",yes,yes|no|unknown,"The sticker’s main field is one of the standard Umweltplakette colors (green, yellow, or red)."
10,A current German Umweltplakette (environmental zone sticker) on a car windshield,level_2,color,high,Is the emissions-class number printed in a dark or black color that contrasts with the sticker background?,yes,yes|no|unknown,The emissions-class number is printed in a dark/black color that contrasts with the sticker background.
