index,prompt,level,category,importance,question,gold_answer,answer_space,source_fact
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,counting,high,Is exactly one pair of earmuffs shown?,yes,yes|no|unknown,Exactly one pair of earmuffs is shown.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,relation,high,Are two earcups connected by a headband?,yes,yes|no|unknown,Two earcups are connected by a headband.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,shape,high,Does the product have two large ear-covering cups sized to cover ears?,yes,yes|no|unknown,The product has two large ear-covering cups sized to cover ears (not in-ear or on-ear headphones).
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,shape,high,Does a curved headband span between the two earcups?,yes,yes|no|unknown,A curved headband spans between the two earcups.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,size,medium,Do the earmuffs appear child-sized with kid proportions?,yes,yes|no|unknown,"The earmuffs appear child-sized (kids earmuffs), not oversized adult proportions."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,color,high,Are the earmuffs yellow as the dominant color on the main exterior of the earcups and/or headband?,yes,yes|no|unknown,The earmuffs are yellow as the dominant visible color (at least the main exterior of the earcups and/or headband).
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,others,medium,Does the product resemble hearing-safety earmuffs?,yes,yes|no|unknown,"The product visually resembles hearing-safety earmuffs rather than music headphones (e.g., no visible audio cable, earbud tips, or playback controls)."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,existence,high,Does each earcup have a cushioned sealing ring or padding at the edge that would contact the head?,yes,yes|no|unknown,Each earcup has a cushioned sealing ring/padding visible at the edge that would contact the head.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,counting,high,Are there exactly two earcups?,yes,yes|no|unknown,There are exactly two earcups.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,relation,high,Is each earcup mounted to the headband?,yes,yes|no|unknown,Each earcup is mounted to the headband (directly or via a yoke/arm).
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,relation,high,Do the earcups connect to the headband via side yokes or hinges on both sides?,yes,yes|no|unknown,The earcups connect to the headband via side yokes/hinges (often black connectors) on both sides.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,shape,medium,Do the earcups appear as rounded or oval shells typical of hearing-protection earmuffs?,yes,yes|no|unknown,The earcups appear as rounded/oval shells typical of hearing-protection earmuffs.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,shape,medium,Is a padded headband cushion visible under the headband?,yes,yes|no|unknown,A padded headband cushion is visible under the headband.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,color,medium,Are any non-yellow parts secondary compared to the yellow exterior?,yes,yes|no|unknown,"Any non-yellow parts (e.g., headband padding, inner cushions) are secondary compared to the yellow exterior."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,color,medium,Are the headband padding and ear cushions black or dark in color?,yes,yes|no|unknown,The headband padding and ear cushions appear black/dark in color.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,others,medium,"Do the earcups and cushion seals appear thick, consistent with noise-reduction safety earmuffs?",yes,yes|no|unknown,"The earcups and cushion seals appear thick, consistent with noise-reduction safety earmuffs."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_3,others,high,"Is the branding ""AmazonBasics"" present on the product and/or its packaging?",yes,yes|no|unknown,The branding 'AmazonBasics' is visibly present on the product and/or its packaging.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_3,others,high,"Is the branding text ""AmazonBasics"" present on the product itself or on its packaging shown in the image?",yes,yes|no|unknown,The branding text 'AmazonBasics' is visibly present on the product itself or on its packaging shown in the image.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_1,existence,high,Is a packaged consumer coffee product shown?,yes,yes|no|unknown,"A packaged consumer product of coffee is shown (e.g., a bag, can, box, or jar intended to contain coffee)."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_1,relation,high,Does the product packaging display readable labeling identifying it as 365 Everyday Value Organic Pumpkin Spice Coffee 12 oz?,yes,yes|no|unknown,The product packaging displays readable labeling identifying it as the specified coffee product.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,"Does the product name on the packaging include the words ""Organic"", ""Pumpkin Spice"", and ""Coffee""?",yes,yes|no|unknown,"The product name includes the words ""Organic"", ""Pumpkin Spice"", and ""Coffee"" on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,"Does the packaging show the 365 brand mark with a prominent ""365"" logo?",yes,yes|no|unknown,"The packaging shows the 365 brand mark (a prominent ""365"" logo; may be paired with ""Everyday Value"" and/or ""Whole Foods Market"")."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,Is the product packaged as a retail coffee bag or pouch?,yes,yes|no|unknown,The product is packaged as a retail coffee bag/pouch.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,relation,high,"Are the words ""Organic Pumpkin Spice Coffee"" presented as the coffee’s description or name on the package?",yes,yes|no|unknown,"The words ""Organic Pumpkin Spice Coffee"" (or the same words clearly forming the product name) are presented as the coffee’s description/name on the package."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,color,low,Is the package front predominantly light or cream-colored with a green 365 logo at the top?,yes,yes|no|unknown,The package front is predominantly light/cream-colored with a green 365 logo at the top.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,others,medium,Does the packaging indicate that the product is organic?,yes,yes|no|unknown,"The packaging includes a visible indication that the product is organic (e.g., the word ""Organic"" and/or an organic certification mark)."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_3,existence,high,"Does the packaging show the net quantity ""12 oz""?",yes,yes|no|unknown,"The net quantity ""12 oz"" appears on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_3,relation,medium,"Is the ""12 oz"" quantity presented as the product’s net weight or size on the same package as the brand and product name?",yes,yes|no|unknown,"The ""12 oz"" quantity is presented as the product’s net weight/size on the same package as the brand and product name."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,existence,high,Is a packaged consumer product shown?,yes,yes|no|unknown,A packaged consumer product is shown.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,others,high,"Does the image include text reading ""WHOLE FOODS MARKET"" associated with the product?",yes,yes|no|unknown,"The image includes visible text/logo reading ""WHOLE FOODS MARKET"" associated with the product."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,existence,high,"Does the product label show the product name ""Women's Care Probiotic""?",yes,yes|no|unknown,"The product label shows the product name ""Women's Care Probiotic""."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,existence,high,"Does the packaging text include the word ""Probiotic""?",yes,yes|no|unknown,"Visible packaging text includes the product type term ""Probiotic""."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,counting,high,"Does the packaging text indicate a quantity or count of 30 with a count unit such as CT, capsules, or tablets?",yes,yes|no|unknown,"Visible packaging text indicates a quantity/count of 30 (e.g., ""30 CT"" or ""30"" with a count unit such as capsules/tablets)."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,others,high,"Are the texts ""WHOLE FOODS MARKET"", ""Women's Care Probiotic"", and ""30 CT"" legible on the packaging label?",yes,yes|no|unknown,"The text ""WHOLE FOODS MARKET"" and ""Women's Care Probiotic"" and ""30 CT"" are legible on the visible packaging/label."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,existence,high,Is a retail product package for vanilla wafer cookies shown?,yes,yes|no|unknown,A retail product package for vanilla wafer cookies is shown.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,counting,medium,Is one primary package prominently shown?,yes,yes|no|unknown,One primary package is prominently shown.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,shape,low,Is the product packaged in a rectangular box or carton?,yes,yes|no|unknown,The product is packaged in a rectangular box/carton.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,others,high,Does the package labeling identify the product as Amazon Brand Happy Belly Vanilla Wafers?,yes,yes|no|unknown,The package is identifiable as an 'Amazon Brand - Happy Belly Vanilla Wafers' product via visible labeling.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Do the words ""Happy Belly"" appear on the package?",yes,yes|no|unknown,The words 'Happy Belly' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Do the words ""Vanilla Wafers"" appear on the package?",yes,yes|no|unknown,The words 'Vanilla Wafers' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,Does an Amazon branding mark appear on the package?,yes,yes|no|unknown,"An Amazon branding mark (e.g., 'amazon', 'amazon grocery', or 'Amazon Brand') appears on the package."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,relation,high,"Do the Amazon branding mark ""Happy Belly"" and the text ""Vanilla Wafers"" appear on the same product package?",yes,yes|no|unknown,"The Amazon branding mark, 'Happy Belly', and 'Vanilla Wafers' appear on the same product package."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,others,medium,Are vanilla wafer cookies indicated as the product on the package?,yes,yes|no|unknown,"Vanilla wafer cookies are visually indicated as the product (e.g., wafers visible in the package or pictured on the package)."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_3,existence,high,Is the net weight shown as 12 Ounce or 12 oz on the package?,yes,yes|no|unknown,The net weight is shown as '12 Ounce' or '12 oz' on the package.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,existence,high,Is a pair of chukka-style boots shown?,yes,yes|no|unknown,A pair of chukka-style boots is shown.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,counting,high,Are two boots visible?,yes,yes|no|unknown,Two boots (a pair) are visible.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,shape,high,Does each boot have an ankle-high upper that covers the ankle?,yes,yes|no|unknown,Each boot has an ankle-high upper (covers the ankle).
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,shape,high,Is each boot a lace-up boot with laces?,yes,yes|no|unknown,Each boot is a lace-up boot (laces are visible).
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,shape,high,Does each boot have chukka-style open lacing with a short lacing panel with about 2–3 pairs of eyelets?,yes,yes|no|unknown,Each boot has chukka-style open lacing with a short lacing panel (typically about 2–3 pairs of eyelets).
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,color,high,Are the boots brown or tan in color?,yes,yes|no|unknown,The boots are brown/tan in color.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,existence,high,Does the image contain visible text that identifies the product?,yes,yes|no|unknown,"Visible text appears somewhere in the image (e.g., on a product page, tag, or box label) identifying the product."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the text say ""Men's""?",yes,yes|no|unknown,"The visible text indicates: ""Men's""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text include ""UM1527""?",yes,yes|no|unknown,"The visible text includes ""UM1527""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text include ""Chukka Boots""?",yes,yes|no|unknown,"The visible text includes ""Chukka Boots""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text indicate the color ""Brown Tan""?",yes,yes|no|unknown,"The visible text indicates the color ""Brown Tan""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text indicate the size ""Womens 8""?",yes,yes|no|unknown,"The visible text indicates the size ""Womens 8"" (or equivalent size notation)."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,existence,high,Is a fitted bed sheet product shown?,yes,yes|no|unknown,A fitted bed sheet product is shown.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,counting,high,Is the product a single fitted sheet?,yes,yes|no|unknown,"The product is a single fitted sheet offering (not a multi-piece sheet set), consistent with ""1 Fitted Sheet Only""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,shape,medium,Is the sheet a fitted-sheet form with shaped corners suitable for wrapping a mattress?,yes,yes|no|unknown,"The sheet is a fitted-sheet form (not a flat rectangular sheet), with shaped corners suitable for wrapping a mattress."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,color,high,Is the fitted sheet silver or gray in color?,yes,yes|no|unknown,The fitted sheet is silver/gray in color.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,existence,high,Is the sheet identifiable as a fitted sheet with an elasticized edge?,yes,yes|no|unknown,The sheet is identifiable as a fitted sheet with an elasticized edge (indicated by fitted shape/edge or by label/packaging text).
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,shape,medium,Does the sheet have pocketed fitted corners?,yes,yes|no|unknown,The sheet shows pocketed fitted corners (not a flat/straight-corner sheet).
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,color,high,Does the product fabric appear silver or gray?,yes,yes|no|unknown,Any visible product fabric (and not just packaging) appears silver/gray.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the branding and/or packaging text indicate ""UMI By Amazon""?",yes,yes|no|unknown,"Visible branding and/or packaging text indicates ""UMI By Amazon""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""100% Organic Cotton""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""100% Organic Cotton""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text say ""1 Fitted Sheet Only""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""1 Fitted Sheet Only""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""300 Thread Count""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""300 Thread Count""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""Soft Sateen Weave""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""Soft Sateen Weave""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Is there a GOTS certification mark or the text ""GOTS Certified"" present?",yes,yes|no|unknown,"A visible GOTS certification mark/logo or text indicating ""GOTS Certified"" is present."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""30cm deep pockets""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""30cm deep pockets""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate the size ""Super King""?",yes,yes|no|unknown,"Visible packaging/label text indicates size ""Super King""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate the color ""Silver""?",yes,yes|no|unknown,"Visible packaging/label text indicates color ""Silver""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,color,medium,Does any displayed color swatch or printed color name on the packaging correspond to silver?,yes,yes|no|unknown,Any displayed color swatch or printed color name on packaging corresponds to silver.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_1,existence,high,Is a derby-style leather dress shoe depicted?,yes,yes|no|unknown,At least one derby-style leather dress shoe is depicted.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_1,shape,high,Are the shoes low-cut below the ankle?,yes,yes|no|unknown,"The shoe(s) are low-cut (below the ankle), typical of dress shoes."
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,existence,high,Does each shoe have a lace-up closure with visible laces?,yes,yes|no|unknown,Each shoe has a lace-up closure with visible laces.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,existence,high,Do the shoe uppers have a smooth leather-like surface?,yes,yes|no|unknown,The shoe uppers appear to be leather (smooth leather-like surface).
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,existence,high,Does each shoe have a defined heel?,yes,yes|no|unknown,Each shoe has a defined heel.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,relation,high,"Do the shoes have open lacing construction with the quarters sitting on top of the vamp, leaving an opening at the base of the laces?",yes,yes|no|unknown,"The shoes are derby style: the lacing area shows open lacing construction (the quarters sit on top of the vamp, leaving a visible opening at the base of the laces)."
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,shape,high,Does each shoe have a closed toe?,yes,yes|no|unknown,Each shoe has a closed toe (not open-toe).
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,shape,high,Do the shoes have a structured dress-shoe silhouette?,yes,yes|no|unknown,Each shoe has a structured dress-shoe silhouette (not a sneaker/boot/sandal).
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,others,low,"Does the branding include the word ""Symbol"" on the product or packaging?",yes,yes|no|unknown,"If any branding is visible, it includes the word ""Symbol"" on the product or packaging."
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_3,size,low,"Does the size marking show size ""10"" (UK/India) and/or ""44"" (EU)?",yes,yes|no|unknown,"If a size marking is visible on the shoe or packaging, it shows size ""10"" (UK/India) and/or ""44"" (EU)."
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_3,others,low,"Does the model code include ""AZ-WS-114A""?",yes,yes|no|unknown,"If a model code is visible on the shoe or packaging, it includes ""AZ-WS-114A""."
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_1,existence,high,Are earrings depicted?,yes,yes|no|unknown,A piece of jewelry identified as earrings is depicted.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_1,counting,medium,Does the image show two earrings?,yes,yes|no|unknown,The image shows a matching pair of earrings (two earrings).
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,Is a pearl present as part of the earrings?,yes,yes|no|unknown,At least one pearl is present as part of the earrings.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,Is a metal setting or mount for the earrings present?,yes,yes|no|unknown,A metal setting/mount for the earrings is visible.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,"Is there a clear, faceted gemstone as part of the earrings?",yes,yes|no|unknown,"At least one clear, faceted gemstone is present as part of the earrings."
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,Do the earrings have a post or hook mechanism for pierced ears?,yes,yes|no|unknown,The earrings are designed for pierced ears (a post or hook mechanism is visible).
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,relation,high,Are the pearl(s) attached to the earring metal setting?,yes,yes|no|unknown,The pearl(s) are attached to the earring metal setting.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,relation,high,"Are the clear, faceted gemstone(s) set into or mounted on the earrings?",yes,yes|no|unknown,"The clear, faceted gemstone(s) are set into or mounted on the earrings."
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,relation,high,"Does each earring include both a pearl element and a clear, faceted stone element?",yes,yes|no|unknown,"Each earring includes both a pearl element and a clear, faceted stone element."
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,shape,high,Do the pearls have a rounded or spherical appearance?,yes,yes|no|unknown,The pearl(s) have a rounded/spherical appearance.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,shape,high,Are the clear faceted gemstones Asscher-cut with a square outline and clipped corners in a step-cut style?,yes,yes|no|unknown,"The clear, faceted gemstone(s) are Asscher-cut (square outline with clipped corners/step-cut appearance)."
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,color,high,Do the earrings have a silver-toned metal?,yes,yes|no|unknown,The metal of the earrings appears silver-toned.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,existence,high,Is a single packaged food seasoning product shown?,yes,yes|no|unknown,A single packaged food seasoning product is shown.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,counting,medium,Is only one product package or container shown as the main subject?,yes,yes|no|unknown,Only one product package/container is shown as the main subject.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,others,high,"Does the product labeling identify it as ""365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ""?",yes,yes|no|unknown,"The product is identifiable from the visible labeling as '365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ'."
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,existence,high,Does the package/container have a front label?,yes,yes|no|unknown,The package/container has a visible front label.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,relation,high,"Does the label include the brand text ""365"" and ""EVERYDAY VALUE""?",yes,yes|no|unknown,The label includes the brand text '365' and 'EVERYDAY VALUE'.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,relation,high,"Does the label include the product name text ""Toronto Steak Dry Rub""?",yes,yes|no|unknown,The label includes the product name text 'Toronto Steak Dry Rub'.
