index,prompt,level,category,importance,question,gold_answer,answer_space,source_fact
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,shape,high,Does a curved headband span between the two earcups?,yes,yes|no|unknown,A curved headband spans between the two earcups.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,size,medium,Do the earmuffs appear child-sized?,yes,yes|no|unknown,"The earmuffs appear child-sized (kids earmuffs), not oversized adult proportions."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,color,high,Are the earmuffs yellow as the dominant color on the main exterior of the earcups and/or headband?,yes,yes|no|unknown,The earmuffs are yellow as the dominant visible color (at least the main exterior of the earcups and/or headband).
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_1,others,medium,Is the product depicted as hearing-safety earmuffs in an industrial or safety style?,yes,yes|no|unknown,"The product is depicted as hearing-safety earmuffs (industrial/safety style), not music headphones (e.g., no visible audio cable connection is required)."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,existence,high,Does each earcup have a cushioned sealing ring or padding at the edge that would contact the head?,yes,yes|no|unknown,Each earcup has a cushioned sealing ring/padding visible at the edge that would contact the head.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,counting,high,Are there exactly two earcups?,yes,yes|no|unknown,There are exactly two earcups.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,relation,high,Is each earcup mounted to the headband either directly or via a yoke or arm?,yes,yes|no|unknown,Each earcup is mounted to the headband (directly or via a yoke/arm).
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,shape,medium,Do the earcups appear as rounded or oval shells typical of hearing-protection earmuffs?,yes,yes|no|unknown,The earcups appear as rounded/oval shells typical of hearing-protection earmuffs.
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,color,medium,Are any non-yellow parts secondary compared to the yellow exterior?,yes,yes|no|unknown,"Any non-yellow parts (e.g., headband padding, inner cushions) are secondary compared to the yellow exterior."
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_2,others,medium,Do the earmuffs have thick ear cups with sealing cushions intended for noise reduction and ear protection?,yes,yes|no|unknown,The earmuffs appear intended for noise reduction/ear protection (thick cups and sealing cushions).
2,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yellow",level_3,others,high,"Is the branding ""AmazonBasics"" present on the product and/or its packaging?",yes,yes|no|unknown,The branding 'AmazonBasics' is visibly present on the product and/or its packaging.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_1,existence,high,Is a packaged consumer coffee product shown?,yes,yes|no|unknown,"A packaged consumer product of coffee is shown (e.g., a bag, can, box, or jar intended to contain coffee)."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_1,relation,high,Does the product packaging display readable labeling identifying it as 365 Everyday Value Organic Pumpkin Spice Coffee 12 oz?,yes,yes|no|unknown,The product packaging displays readable labeling identifying it as the specified coffee product.
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,"Does the packaging display the brand name ""365 Everyday Value""?",yes,yes|no|unknown,"The brand name ""365 Everyday Value"" appears on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,existence,high,"Does the packaging include the words ""Organic"", ""Pumpkin Spice"", and ""Coffee""?",yes,yes|no|unknown,"The product name includes the words ""Organic"", ""Pumpkin Spice"", and ""Coffee"" on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,relation,high,"Are the words ""365 Everyday Value"" presented as part of the same product’s branding on the package?",yes,yes|no|unknown,"The words ""365 Everyday Value"" are presented as part of the same product’s branding on the package."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,relation,high,"Are the words ""Organic Pumpkin Spice Coffee"" presented as the coffee’s description or name on the package?",yes,yes|no|unknown,"The words ""Organic Pumpkin Spice Coffee"" (or the same words clearly forming the product name) are presented as the coffee’s description/name on the package."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_2,others,medium,Does the packaging include an indication that the product is organic?,yes,yes|no|unknown,"The packaging includes a visible indication that the product is organic (e.g., the word ""Organic"" and/or an organic certification mark)."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_3,existence,high,"Does the packaging show the net quantity ""12 oz""?",yes,yes|no|unknown,"The net quantity ""12 oz"" appears on the packaging."
3,"365 Everyday Value, Organic Pumpkin Spice Coffee, 12 oz",level_3,relation,medium,"Is the ""12 oz"" quantity presented as the product’s net weight or size on the same package as the brand and product name?",yes,yes|no|unknown,"The ""12 oz"" quantity is presented as the product’s net weight/size on the same package as the brand and product name."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,existence,high,Is a packaged consumer product shown?,yes,yes|no|unknown,A packaged consumer product is shown.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_1,others,high,Does the product packaging or label identify it as a Whole Foods Market product?,yes,yes|no|unknown,The product packaging/label identifies it as a Whole Foods Market product.
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,existence,high,"Does the product label show the brand name ""WHOLE FOODS MARKET""?",yes,yes|no|unknown,"The product label shows the brand name ""WHOLE FOODS MARKET""."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,existence,high,"Does the product label show the product name ""Women's Care Probiotic""?",yes,yes|no|unknown,"The product label shows the product name ""Women's Care Probiotic""."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,counting,high,"Does the product label show a count of ""30 CT""?",yes,yes|no|unknown,"The product label shows a count of ""30 CT"" (30 count)."
4,"WHOLE FOODS MARKET Women's Care Probiotic, 30 CT",level_2,others,high,"Are the texts ""WHOLE FOODS MARKET"", ""Women's Care Probiotic"", and ""30 CT"" legible on the packaging label?",yes,yes|no|unknown,"The text ""WHOLE FOODS MARKET"" and ""Women's Care Probiotic"" and ""30 CT"" are legible on the visible packaging/label."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,existence,high,Is a retail product package for vanilla wafer cookies shown?,yes,yes|no|unknown,A retail product package for vanilla wafer cookies is shown.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,counting,medium,Is one primary package prominently shown?,yes,yes|no|unknown,One primary package is prominently shown.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_1,others,high,Does the package labeling identify it as Amazon Brand Happy Belly Vanilla Wafers?,yes,yes|no|unknown,The package is identifiable as an 'Amazon Brand - Happy Belly Vanilla Wafers' product via visible labeling.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Do the words ""Amazon Brand"" appear on the package?",yes,yes|no|unknown,The words 'Amazon Brand' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Do the words ""Happy Belly"" appear on the package?",yes,yes|no|unknown,The words 'Happy Belly' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,existence,high,"Do the words ""Vanilla Wafers"" appear on the package?",yes,yes|no|unknown,The words 'Vanilla Wafers' appear on the package.
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,relation,high,"Are the texts ""Amazon Brand"", ""Happy Belly"", and ""Vanilla Wafers"" printed on the same product package?",yes,yes|no|unknown,"The texts 'Amazon Brand', 'Happy Belly', and 'Vanilla Wafers' are printed on the same product package."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_2,others,medium,Are vanilla wafer cookies shown as the product on the package?,yes,yes|no|unknown,"Vanilla wafer cookies are visually indicated as the product (e.g., wafers visible in the package or pictured on the package)."
5,"Amazon Brand - Happy Belly Vanilla Wafers, 12 Ounce",level_3,existence,high,Does the package show the net weight as 12 Ounce or 12 oz?,yes,yes|no|unknown,The net weight is shown as '12 Ounce' or '12 oz' on the package.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,existence,high,Is a pair of chukka-style boots shown?,yes,yes|no|unknown,A pair of chukka-style boots is shown.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,counting,high,Are two boots visible?,yes,yes|no|unknown,Two boots (a pair) are visible.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,shape,high,Does each boot have an ankle-high upper that covers the ankle?,yes,yes|no|unknown,Each boot has an ankle-high upper (covers the ankle).
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,shape,high,Is each boot a lace-up boot with laces?,yes,yes|no|unknown,Each boot is a lace-up boot (laces are visible).
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_1,color,high,Are the chukka boots brown and tan in color?,yes,yes|no|unknown,The boots are brown/tan in color.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,existence,high,Does the image contain visible text identifying the product?,yes,yes|no|unknown,"Visible text appears somewhere in the image (e.g., on a product page, tag, or box label) identifying the product."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,shape,medium,Does each boot have a rounded closed toe typical of chukka boots?,yes,yes|no|unknown,Each boot has a rounded/closed toe typical of chukka boots.
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,scene,medium,Does the boots image appear together with the identifying product text?,yes,yes|no|unknown,"If shown as a product listing/screenshot, the boots image appears together with the identifying product text."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text indicate ""Men's""?",yes,yes|no|unknown,"The visible text indicates: ""Men's""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text include ""UM1527""?",yes,yes|no|unknown,"The visible text includes ""UM1527""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text include ""Chukka Boots""?",yes,yes|no|unknown,"The visible text includes ""Chukka Boots""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text indicate the color ""Brown Tan""?",yes,yes|no|unknown,"The visible text indicates the color ""Brown Tan""."
6,"find. Men's Um1527 Chukka Boots, Brown Tan, Womens 8",level_2,others,high,"Does the visible text indicate the size ""Womens 8"" (or an equivalent size notation)?",yes,yes|no|unknown,"The visible text indicates the size ""Womens 8"" (or equivalent size notation)."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,existence,high,Is a fitted bed sheet product shown?,yes,yes|no|unknown,A fitted bed sheet product is shown.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,counting,high,Is exactly one fitted sheet shown as the product?,yes,yes|no|unknown,Only one fitted sheet is shown as the product (no additional sheets or pillowcases shown as included items).
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,shape,medium,Is the sheet a fitted sheet with shaped corners suitable for wrapping a mattress?,yes,yes|no|unknown,"The sheet is a fitted-sheet form (not a flat rectangular sheet), with shaped corners suitable for wrapping a mattress."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_1,color,high,Is the fitted sheet silver or gray in color?,yes,yes|no|unknown,The fitted sheet is silver/gray in color.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,existence,high,Does the fitted sheet have elasticized edges or corners?,yes,yes|no|unknown,The fitted sheet has elasticized edges/corners visible (typical fitted-sheet elastic).
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,counting,medium,Are there pillowcases visible?,yes,yes|no|unknown,No pillowcases are visible.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,counting,medium,Is a flat or top sheet absent?,yes,yes|no|unknown,No flat/top sheet is visible.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,shape,medium,Do the corners appear as pocketed corners consistent with a deep-pocket fitted sheet?,yes,yes|no|unknown,The corners appear as pocketed corners consistent with a deep-pocket fitted sheet.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,color,high,Does any visible product fabric appear silver or gray?,yes,yes|no|unknown,Any visible product fabric (and not just packaging) appears silver/gray.
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_2,others,medium,Does the packaging appear to be for a bedding fitted sheet?,yes,yes|no|unknown,"If the product is shown in packaging, the packaging appears to be for a bedding fitted sheet."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the branding and/or packaging text indicate ""UMI By Amazon""?",yes,yes|no|unknown,"Visible branding and/or packaging text indicates ""UMI By Amazon""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""100% Organic Cotton""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""100% Organic Cotton""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""1 Fitted Sheet Only""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""1 Fitted Sheet Only""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""300 Thread Count""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""300 Thread Count""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""Soft Sateen Weave""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""Soft Sateen Weave""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Is there a GOTS certification mark or text stating ""GOTS Certified"" present?",yes,yes|no|unknown,"A visible GOTS certification mark/logo or text indicating ""GOTS Certified"" is present."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate ""30cm deep pockets""?",yes,yes|no|unknown,"Visible packaging/label text indicates ""30cm deep pockets""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate the size ""Super King""?",yes,yes|no|unknown,"Visible packaging/label text indicates size ""Super King""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,existence,high,"Does the packaging or label text indicate the color ""Silver""?",yes,yes|no|unknown,"Visible packaging/label text indicates color ""Silver""."
7,"UMI By Amazon 100% Organic Cotton 1 Fitted Sheet Only, 300 Thread Count Soft Sateen Weave GOTS Certified with 30cm deep Pockets Size -Super King, Color- Silver",level_3,color,medium,Does any displayed color swatch or printed color name on the packaging correspond to silver?,yes,yes|no|unknown,Any displayed color swatch or printed color name on packaging corresponds to silver.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_1,existence,high,Is a formal leather dress shoe depicted?,yes,yes|no|unknown,At least one formal leather dress shoe is depicted.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_1,counting,medium,Are two shoes depicted?,yes,yes|no|unknown,Two shoes (a pair) are depicted.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_1,shape,high,Are the shoes low-cut below the ankle?,yes,yes|no|unknown,"The shoe(s) are low-cut (below the ankle), typical of dress shoes."
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,existence,high,Does each shoe have a lace-up closure with visible laces?,yes,yes|no|unknown,Each shoe has a lace-up closure with visible laces.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,existence,high,Do the shoe uppers have a smooth leather-like surface?,yes,yes|no|unknown,The shoe uppers appear to be leather (smooth leather-like surface).
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,existence,high,Does each shoe have a defined heel?,yes,yes|no|unknown,Each shoe has a defined heel.
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,relation,high,"Do the shoes have derby-style open lacing where the quarters sit on top of the vamp, creating an opening at the base of the laces?",yes,yes|no|unknown,"The shoes are derby style: the lacing area shows open lacing construction (the quarters sit on top of the vamp, leaving a visible opening at the base of the laces)."
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,shape,high,Does each shoe have a closed toe?,yes,yes|no|unknown,Each shoe has a closed toe (not open-toe).
8,Amazon Brand - Symbol Men's Derby leather formal shoes - 10 UK/India (44 EU)(AZ-WS-114A),level_2,shape,high,Does each shoe have a structured dress-shoe silhouette?,yes,yes|no|unknown,Each shoe has a structured dress-shoe silhouette (not a sneaker/boot/sandal).
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_1,existence,high,Are earrings depicted?,yes,yes|no|unknown,A piece of jewelry identified as earrings is depicted.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_1,counting,medium,Does the image show two matching earrings?,yes,yes|no|unknown,The image shows a matching pair of earrings (two earrings).
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,Is at least one pearl present as part of the earrings?,yes,yes|no|unknown,At least one pearl is present as part of the earrings.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,"Is there a clear, faceted gemstone (zirconia) present as part of the earrings?",yes,yes|no|unknown,"At least one clear, faceted gemstone (zirconia) is present as part of the earrings."
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,existence,high,Is there a metal setting or mount for the earrings?,yes,yes|no|unknown,A metal setting/mount for the earrings is visible.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,relation,high,Are the pearl(s) attached to the earring metal setting?,yes,yes|no|unknown,The pearl(s) are attached to the earring metal setting.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,relation,high,Are the zirconia gemstone(s) set into or mounted on the earrings?,yes,yes|no|unknown,The zirconia gemstone(s) are set into or mounted on the earrings.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,shape,high,Are the zirconia gemstone(s) Asscher-cut with a square outline and clipped corners?,yes,yes|no|unknown,The zirconia gemstone(s) are Asscher-cut (square outline with clipped corners/step-cut appearance).
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,shape,high,Do the pearl(s) have a rounded or spherical appearance?,yes,yes|no|unknown,The pearl(s) have a rounded/spherical appearance.
9,Amazon Collection (Find) Platinum Plated Freshwater Cultured Pearl suta-ringusiruba-suwarohusuki-zirukonia pa-ruassya-kattohu-pupiasu (1 1/2 cttw),level_2,color,high,Are the earrings made of silver-toned metal?,yes,yes|no|unknown,The metal of the earrings appears silver-toned (consistent with platinum-plated sterling silver).
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,existence,high,Is a single packaged food seasoning product shown?,yes,yes|no|unknown,A single packaged food seasoning product is shown.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,counting,medium,Is only one product package or container shown as the main subject?,yes,yes|no|unknown,Only one product package/container is shown as the main subject.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_1,others,high,"Is the product labeled as ""365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ""?",yes,yes|no|unknown,"The product is identifiable from the visible labeling as '365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ'."
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,existence,high,Does the package or container have a front label?,yes,yes|no|unknown,The package/container has a visible front label.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,relation,high,"Does the label include the brand text ""365"" and ""EVERYDAY VALUE""?",yes,yes|no|unknown,The label includes the brand text '365' and 'EVERYDAY VALUE'.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,relation,high,"Does the label include the product name text ""Toronto Steak Dry Rub""?",yes,yes|no|unknown,The label includes the product name text 'Toronto Steak Dry Rub'.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,relation,high,"Does the label include the net weight text ""5 OZ""?",yes,yes|no|unknown,The label includes the net weight text '5 OZ'.
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_2,others,medium,Is the product presented as a dry rub or seasoning?,yes,yes|no|unknown,The product is presented as a dry rub/seasoning (not a liquid sauce).
10,"365 EVERYDAY VALUE Toronto Steak Dry Rub, 5 OZ",level_3,relation,medium,"Is the label text legible enough to read '365', 'EVERYDAY VALUE', 'Toronto Steak Dry Rub', and '5 OZ'?",yes,yes|no|unknown,"The label text is legible enough to read '365', 'EVERYDAY VALUE', 'Toronto Steak Dry Rub', and '5 OZ'."
